t,x,y,vx,vy,theta,thr,wind_vx,wind_vy,r
0,83.22739934739916,888.00940809176,39.212170778988416,5.158470629613811,0.055822057843273265,0.5,-0.8955170656348933,1.2101504326234378,0.0
1,87.13816562238428,888.4122627109341,39.00315472071413,2.898621753868943,-0.11867794215672672,0.5,-0.8955170656348933,1.2101504326234378,-2.079441350230662
2,91.02600983458423,888.5907420038193,38.753729523284775,0.670964103834621,-0.1745,0.75,-0.8955170656348933,1.2101504326234378,-0.9422497232668808
3,94.89582793301429,888.5688629209276,38.64263244531652,-1.1085457616694232,-0.1745,1.0,-0.8955170656348933,1.2101504326234378,-0.022491207447019393
4,98.75861699158799,888.4564267010267,38.613148726157455,-1.1401786363481863,0.0,0.5,-0.8955170656348933,1.2101504326234378,-0.005684675830184768
5,102.61844097451076,888.3410967463252,38.583330932298104,-1.1664204576817603,0.0,0.5,-0.8955170656348933,1.2101504326234378,-0.008362026467483574
6,106.47402008448968,888.2233562263334,38.52825126728033,-1.188389942154906,0.0,0.25,-0.8955170656348933,1.2101504326234378,-0.020621186246694984
7,110.31497431595301,888.1374741797796,38.290833361986245,-0.5292509889219239,0.08725,0.5,-0.8955170656348933,1.2101504326234378,-0.3196754075862973
8,114.1435113388944,888.0423831635032,38.279907096841505,-1.3725693366050113,-0.08725,0.25,-0.8955170656348933,1.2101504326234378,-0.12070749490094179
9,117.95815193360679,887.938959507799,38.01290479740625,-0.6959037774780397,0.08725,0.25,-0.8955170656348933,1.2101504326234378,-0.2300150284011282
10,121.75708343704666,887.862519801128,37.965725271391136,-0.832890355944311,0.0,0.25,-0.8955170656348933,1.2101504326234378,-0.15745092377590642
11,125.55586529729074,887.7398765523083,38.00991193349033,-1.6199746204493872,-0.08725,0.75,-0.8955170656348933,1.2101504326234378,-0.25574698037389476
12,129.35512112923274,887.5803139272738,37.975204705349874,-1.5712778802403138,0.0,0.5,-0.8955170656348933,1.2101504326234378,-0.23095428074070895
13,133.1427944502042,887.4582616769092,37.77826171407923,-0.8697671270531218,0.08725,1.0,-0.8955170656348933,1.2101504326234378,-0.13571843816322432
14,136.91694011116869,887.3657742589378,37.70465150521053,-0.9799812323744883,0.0,0.0,-0.8955170656348933,1.2101504326234378,-0.07640680649692602
15,140.68616556904806,887.2632362405226,37.67985765237676,-1.0707791359305732,0.0,0.5,-0.8955170656348933,1.2101504326234378,-0.02791288406257579
16,144.44427082040096,887.1850867562025,37.48224737468113,-0.49221055047169393,0.08725,0.75,-0.8955170656348933,1.2101504326234378,-0.33351744724238963
17,148.19283895705,887.1261194529183,37.48911535829955,-0.6871355152140649,0.0,0.75,-0.8955170656348933,1.2101504326234378,-0.22963680577633405
18,151.93149619664246,887.0817907954896,37.28402943354986,-0.19943763335928644,0.08725,0.5,-0.8955170656348933,1.2101504326234378,-0.4892376903791146
19,155.66168432507772,887.0489126709538,37.319733135155424,-0.4581248573578722,0.0,1.0,-0.8955170656348933,1.2101504326234378,-0.35077104642462636
20,159.38518503793398,887.0247924542662,37.15028112196981,-0.024279476393843813,0.08725,0.75,-0.8955170656348933,1.2101504326234378,-0.583259637106117
21,163.09015216573843,887.0390800254003,36.94906143411895,0.3100308990758815,0.08725,0.25,-0.8955170656348933,1.2101504326234378,-0.7642258073079458
22,166.78214316856187,887.0517015304396,36.890758622349686,-0.057600798290538546,0.0,0.0,-0.8955170656348933,1.2101504326234378,-0.5652691965752097
23,170.4612358474632,887.0621655713804,36.69109495567682,0.2668816171070442,0.08725,0.25,-0.8955170656348933,1.2101504326234378,-0.7420500505879994
24,174.12812470767935,887.0393175510671,36.64668224864621,-0.7238420233725362,-0.08725,0.0,-0.8955170656348933,1.2101504326234378,-0.20164906530374657
25,177.78418730470588,886.9890022685997,36.47456969188445,-0.2824636259753167,0.08725,0.75,-0.8955170656348933,1.2101504326234378,-0.4417960505831515
26,181.43350472096282,886.9473888351963,36.51177863325413,-0.5498050420936393,0.0,1.0,-0.8955170656348933,1.2101504326234378,-0.2955776100563429
27,185.0831224007304,886.850677569302,36.48057496209712,-1.3844202757923334,-0.08725,0.0,-0.8955170656348933,1.2101504326234378,-0.16189742761152384
28,188.72261317840693,886.7402262516348,36.309240591433884,-0.824606077550452,0.08725,1.0,-0.8955170656348933,1.2101504326234378,-0.14259295466140617
29,192.35261030654218,886.6493346585976,36.29070197127126,-0.9932257831926815,0.0,0.5,-0.8955170656348933,1.2101504326234378,-0.04950397975813994
30,195.97150883585925,886.5733834591033,36.08726861507056,-0.5257982066939005,0.08725,0.5,-0.8955170656348933,1.2101504326234378,-0.3053778846388269
31,199.57826862388876,886.5091596485764,36.04792714551964,-0.7586780038437069,0.0,0.25,-0.8955170656348933,1.2101504326234378,-0.17592493674707282
32,203.18668097378674,886.3931142636109,36.12031985243962,-1.562229695467753,-0.08725,1.0,-0.8955170656348933,1.2101504326234378,-0.26769096536306186
33,206.79857190027505,886.2352125522893,36.1174986773269,-1.5958045309636097,0.0,0.75,-0.8955170656348933,1.2101504326234378,-0.2863486527864898
