t,x,y,vx,vy,theta,thr,wind_vx,wind_vy,r
0,244.61085108632938,559.4654047534373,48.67266493633597,-3.866094618423998,-0.09735828136219014,0.5,0.0,0.0,-1.2080154754443673
1,249.45768949886175,559.1600788717037,48.264103314311804,-2.240423016248034,0.07714171863780984,0.25,0.0,0.0,-0.5506132524355857
2,254.27153383045194,558.9955877584158,48.012783317492215,-1.0493992495108153,0.07714171863780984,1.0,0.0,0.0,-0.05999124586674641
3,259.0738542741871,558.8838805324137,48.03362555721138,-1.1847452705306774,-0.01010828136219015,1.0,0.0,0.0,-0.11614012688925278
4,263.867052179329,558.8111223866985,47.83033254562637,-0.2704176437751078,0.07714171863780984,1.0,0.0,0.0,-0.26399755290509563
5,268.6501490079668,558.7675471159716,47.831604027129565,-0.6010877707609252,-0.01010828136219015,0.75,0.0,0.0,-0.12577974917817353
6,273.43328044206146,558.6949389652035,47.831024654763674,-0.8510752446028659,-0.01010828136219015,0.75,0.0,0.0,-0.02128346977813375
7,278.2162737010032,558.6003826528602,47.828840524071005,-1.040051002262861,-0.01010828136219015,0.75,0.0,0.0,-0.057726418877986976
8,283.00023208819783,558.4892213985354,47.85032721982182,-1.183174084231732,-0.01010828136219015,1.0,0.0,0.0,-0.11733420067795639
9,287.77396323918805,558.4158409569154,47.62429579998262,-0.28443474816846326,0.07714171863780984,0.75,0.0,0.0,-0.2576595149994427
10,292.5377341425319,558.3707557344492,47.651122266894454,-0.6172697011560019,-0.01010828136219015,1.0,0.0,0.0,-0.11807346375053332
11,297.2990904572154,558.2965159674413,47.57600402677572,-0.8675256389997943,-0.01010828136219015,0.0,0.0,0.0,-0.012498240540075034
12,302.04618285191907,558.2498990393576,47.36584386729688,-0.06481292267357674,0.07714171863780984,0.75,0.0,0.0,-0.3498103045722833
13,306.77267094533215,558.2731005804119,47.16391800096429,0.5288437437595289,0.07714171863780984,0.5,0.0,0.0,-0.6015015019750489
14,311.48263662554456,558.3481374167055,47.035395603284336,0.9718929821126516,0.07714171863780984,1.0,0.0,0.0,-0.7905653301495277
15,316.1828115463695,558.412939552922,46.9681028132154,0.3241497422178563,-0.01010828136219015,0.0,0.0,0.0,-0.5154951524712742
16,320.8786898851125,558.420617427047,46.949463961644774,-0.17059225971830988,-0.01010828136219015,0.5,0.0,0.0,-0.3048624393066269
17,325.57260756530445,558.3847146812145,46.928889642193816,-0.547462656931333,-0.01010828136219015,0.5,0.0,0.0,-0.14426309024700515
18,330.25597075611756,558.3640372912996,46.738374174068966,0.13391485863212604,0.07714171863780984,0.75,0.0,0.0,-0.4349180220883835
19,334.9301260191734,558.3546859101958,46.74473108704685,-0.32094248070691916,-0.01010828136219015,0.75,0.0,0.0,-0.24035259667416964
20,339.6048137632321,558.3052721805074,46.749023794127424,-0.667332113062516,-0.01010828136219015,0.75,0.0,0.0,-0.09221755480027943
21,344.27130445471994,558.2735141435006,46.58079003562993,0.03217137292854866,0.07714171863780984,1.0,0.0,0.0,-0.391545085681524
22,348.92595448166753,558.2550503231847,46.51221050332163,-0.40144777924765646,-0.01010828136219015,0.0,0.0,0.0,-0.20516283227003604
23,353.56690420113705,558.2457527174843,46.3067838860686,0.2154956652392635,0.07714171863780984,0.5,0.0,0.0,-0.47090433388010444
24,358.189789588291,558.2903511034965,46.15092385701035,0.6764720550063971,0.07714171863780984,0.75,0.0,0.0,-0.671056716189445
25,362.7992125688697,558.3752947199166,46.037535754563166,1.022400273395205,0.07714171863780984,1.0,0.0,0.0,-0.8221241435923266
26,367.40349722675364,558.4435774104618,46.04815740311578,0.34325353750886933,-0.01010828136219015,0.75,0.0,0.0,-0.5272246949419785
27,372.01001809811794,558.4518980427316,46.0822600241703,-0.17684089211191834,-0.01010828136219015,1.0,0.0,0.0,-0.30145775789084533
28,376.61859227780155,558.4143616475686,46.089223569501904,-0.573887011148432,-0.01010828136219015,0.75,0.0,0.0,-0.12922089344310467
29,381.2240076932556,558.3418320152126,46.01908473957893,-0.8767056359714605,-0.01010828136219015,0.0,0.0,0.0,-0.00272124430925523
30,385.8248247193888,558.2424589562887,45.99725578308502,-1.1107555425066815,-0.01010828136219015,0.5,0.0,0.0,-0.10462956909324937
31,390.4107045629189,558.1686038682734,45.72034108751677,-0.3663462177983665,0.07714171863780984,0.0,0.0,0.0,-0.21799950523724443
32,394.970457727898,558.159606117534,45.47472221206516,0.18639120301113488,0.07714171863780984,0.0,0.0,0.0,-0.46027894516424145
33,399.51594124019425,558.15347290887,45.434948033859776,-0.3090553762937246,-0.01010828136219015,0.25,0.0,0.0,-0.24231686074696304
34,404.04990078969735,558.148810709198,45.244242956201965,0.21581138285285584,0.07714171863780984,0.5,0.0,0.0,-0.4738104277060746
35,408.56706433592024,558.1901230262127,45.09902796825553,0.6104349574418368,0.07714171863780984,0.75,0.0,0.0,-0.6491908889009007
36,413.0709447886708,558.1763633377266,44.97858108675565,-0.8856287271645271,-0.09735828136219014,0.0,0.0,0.0,-0.015202136960991361
37,417.55968463849877,558.1192412638386,44.79621590980465,-0.2568127505955228,0.07714171863780984,0.75,0.0,0.0,-0.26390909673363294
38,422.0289462200366,558.1170679981254,44.58901572095168,0.21334743633112285,0.07714171863780984,0.25,0.0,0.0,-0.4743163168791495
39,426.48090445693657,558.1561570426715,44.45014901704829,0.5684334545883764,0.07714171863780984,0.75,0.0,0.0,-0.6344539611802
40,430.9196380877365,558.2263580197441,44.324523598950236,0.8355860868658236,0.07714171863780984,0.75,0.0,0.0,-0.7557967279357602
41,435.35159641106725,558.2765439669033,44.314642867665064,0.16813285631813002,-0.01010828136219015,0.5,0.0,0.0,-0.45478238428366596
42,439.7812327558078,558.2675137514645,44.27808402714604,-0.3487371650937381,-0.01010828136219015,0.25,0.0,0.0,-0.2214340915290906
43,444.20710810369405,558.212586372913,44.2394229305782,-0.749810405935599,-0.01010828136219015,0.25,0.0,0.0,-0.04002589161198847
44,448.6277607926573,558.1220430844618,44.17363084868693,-1.0610553630904567,-0.01010828136219015,0.0,0.0,0.0,-0.10134256248393293
45,453.03735005937165,558.0467747700632,44.018154485600604,-0.4443109248822712,0.07714171863780984,1.0,0.0,0.0,-0.1771034997854856
46,457.42886544882646,558.0254928492096,43.81215330349507,0.018672507811738792,0.07714171863780984,0.25,0.0,0.0,-0.38753881545558816
47,461.80954492532743,558.0026263466418,43.80143622652431,-0.47600255916760115,-0.01010828136219015,0.5,0.0,0.0,-0.16171869518977444
48,466.18318050238,557.9781314934077,43.671275314527186,-0.013894505514552902,0.07714171863780984,1.0,0.0,0.0,-0.3727322289826672
49,470.5421773917449,557.9941448161283,43.508662472770155,0.3341609599264051,0.07714171863780984,0.5,0.0,0.0,-0.5327660823524423
50,474.88432768374355,558.0405570460589,43.33434336720376,0.5940836386872652,0.07714171863780984,0.25,0.0,0.0,-0.6534188235805432
51,479.21716763869614,558.026569550145,43.3224557318483,-0.8738335569634736,-0.09735828136219014,1.0,0.0,0.0,-0.02405808934375621
52,483.5374475534944,557.9647693988095,43.08314256411686,-0.36216946974720865,0.07714171863780984,0.0,0.0,0.0,-0.21118808869731245
53,487.8427426924618,557.9072176960126,43.02276021523098,-0.7888645861919111,-0.01010828136219015,0.0,0.0,0.0,-0.012647790347805263
54,492.13336049501777,557.8520241004453,42.789595835887994,-0.31500732515430907,0.07714171863780984,0.0,0.0,0.0,-0.23211134558660865
55,496.4106027254856,557.7983120847746,42.7552487734689,-0.7592329882595459,-0.01010828136219015,0.25,0.0,0.0,-0.024247018211657756
56,500.67839691699305,557.7452007686711,42.600635056679785,-0.3029933338101729,0.07714171863780984,0.75,0.0,0.0,-0.23713587634700065
57,504.9303564401923,557.7322095324372,42.43855540730565,0.04316860913152276,0.07714171863780984,0.5,0.0,0.0,-0.39977182185041116
58,509.14965079115865,557.7873592743275,41.947331612020385,1.0598262286749822,0.16439171863780982,0.25,0.0,0.0,-0.884725090648848
59,513.3429675702323,557.8554724672479,41.919003969452554,0.30243762973190513,-0.010108281362190163,0.25,0.0,0.0,-0.5239139180357846
60,517.5104889436825,557.9312439485011,41.431423499551194,1.2129919953335424,0.16439171863780982,0.0,0.0,0.0,-0.965100438629344
61,521.6471864563649,558.0504428354955,41.3025267540964,1.170985744553279,0.07714171863780983,0.25,0.0,0.0,-0.9467369631820288
62,525.7734798831211,558.1657391751664,41.22334178102732,1.1349410488673344,0.07714171863780983,0.75,0.0,0.0,-0.9304832521716616
63,529.8969915243774,558.2399763172572,41.24689104409946,0.3498017929467291,-0.010108281362190163,0.75,0.0,0.0,-0.5497054724907253
64,534.0152712292684,558.2814325142173,41.11870305371948,0.47932214625577696,0.07714171863780983,0.5,0.0,0.0,-0.6133075351072108
65,538.1209886272987,558.3341450024712,40.995644906887414,0.5749276188236776,0.07714171863780983,0.5,0.0,0.0,-0.6607303463364671
66,542.2008292248339,558.4350465859968,40.60116704381589,1.4431040516880203,0.1745,1.0,0.0,0.0,-1.090957122478613
67,546.2578439017826,558.5772808538806,40.53912649515895,1.4015813059858708,0.08725,1.0,0.0,0.0,-1.0717330069769928
68,550.3104044946313,558.6791621867545,40.512085361813256,0.6360453514940947,0.0,0.25,0.0,0.0,-0.6946363316171661
69,554.363863008788,558.7123486537106,40.5570849213233,0.02768398762767732,0.0,1.0,0.0,0.0,-0.3943863946314466
