t,x,y,vx,vy,theta,thr,wind_vx,wind_vy,r
0,287.33514185536654,603.0632599618407,71.26897275855939,-74.69672869022766,0.0869856194629049,0.5,29.18656994629203,-78.5531303391663,0.0
1,294.4504353289283,595.6085716363464,71.03689671267492,-74.39703781965976,0.1742356194629049,1.0,28.97392274250985,-79.51429032972493,-15.767657436601148
2,301.54573562560824,588.1710008160474,70.86910922092439,-74.35437858632015,0.1742356194629049,1.0,28.97392274250985,-79.51429032972493,-15.790476862867525
3,308.62324406478854,580.736555678587,70.68105956268141,-74.33452416288635,0.1745,0.75,28.97392274250985,-79.51429032972493,-15.819275169631027
4,315.6809377877432,573.3030038937412,70.47281489641084,-74.33651153402978,0.1745,0.5,28.97392274250985,-79.51429032972493,-15.853938369547102
5,322.7204546303945,565.8689651563684,70.3175219566154,-74.3442632134264,0.1745,1.0,28.97392274250985,-79.51429032972493,-15.881939749992842
6,329.7433337193476,558.4334612785374,70.14005982244691,-74.36581434319457,0.1745,0.75,28.97392274250985,-79.51429032972493,-15.914997842135056
7,336.7473447469603,550.9951735373293,69.94016072980727,-74.39994048096713,0.1745,0.5,28.97392274250985,-79.51429032972493,-15.953007446263607
8,343.73023393498227,543.5528918644986,69.71762303063205,-74.44569297564435,0.1745,0.25,28.97392274250985,-79.51429032972493,-15.995893303291117
9,350.6934229470511,536.1061412649868,69.54615721074416,-74.4893190145924,0.1745,0.75,28.97392274250985,-79.51429032972493,-16.031259631042552
10,357.63705400265746,528.6544240043958,69.32646390138277,-74.5450261972293,0.1745,0.25,28.97392274250985,-79.51429032972493,-16.075235460934994
11,364.56124302411024,521.1973500600745,69.1573165276723,-74.59645268919523,0.1745,0.75,28.97392274250985,-79.51429032972493,-16.111438475244732
12,371.4685475515687,513.735046558025,68.98877402149692,-74.64961735179548,0.1745,0.75,28.97392274250985,-79.51429032972493,-16.147839825178416
13,378.36025454582506,506.2675746487205,68.8453658636305,-74.69982083429518,0.1745,1.0,28.97392274250985,-79.51429032972493,-16.180259458405537
14,385.2351690544458,498.7946365841556,68.65292430878473,-74.75894045700235,0.1745,0.5,28.97392274250985,-79.51429032972493,-16.22102046458145
15,392.08964158387516,491.3154730800823,68.43652627980244,-74.82432962446408,0.1745,0.25,28.97392274250985,-79.51429032972493,-16.26617013554184
16,398.92620728555784,483.8303014086789,68.29478775385115,-74.87910380360347,0.1745,1.0,28.97392274250985,-79.51429032972493,-16.299101386732342
17,405.7473667187086,476.3394689185333,68.12840090916373,-74.937545999308,0.1745,0.75,28.97392274250985,-79.51429032972493,-16.336157634394336
18,412.55313050416464,468.84299157118375,67.98687479995762,-74.99200094768372,0.1745,1.0,28.97392274250985,-79.51429032972493,-16.36909484414424
19,419.34474107209803,461.34109712070557,67.84533655870995,-75.04588806187934,0.1745,1.0,28.97392274250985,-79.51429032972493,-16.40199493698391
20,426.1197366106401,453.83340152148764,67.65457421213142,-75.10802392247912,0.1745,0.5,28.97392274250985,-79.51429032972493,-16.443258108883246
21,432.8781433218084,446.31985551558313,67.51356001123499,-75.16289619561117,0.1745,1.0,28.97392274250985,-79.51429032972493,-16.476296759416883
22,439.62244695908134,438.8008519240915,67.3725127342238,-75.21717563422185,0.1745,1.0,28.97392274250985,-79.51429032972493,-16.509297771680956
23,446.351414703783,431.2762259566327,67.20684215980918,-75.27534371495422,0.1745,0.75,28.97392274250985,-79.51429032972493,-16.546487959923237
24,453.0638281270822,423.7457564511818,67.04142630617496,-75.33404639406314,0.1745,0.75,28.97392274250985,-79.51429032972493,-16.58376005037058
25,459.7609423918301,416.20961123755757,66.90085898878274,-75.388857878422,0.1745,1.0,28.97392274250985,-79.51429032972493,-16.616879814827172
26,466.4390744334118,408.6671415050854,66.66178184285098,-75.46053677102121,0.1745,0.0,28.97392274250985,-79.51429032972493,-16.666909622550826
27,473.09457653714054,401.1175640601119,66.44826023172428,-75.53101212844908,0.1745,0.25,28.97392274250985,-79.51429032972493,-16.71306704622599
28,479.7324467390441,393.56150692537057,66.30914380634721,-75.59013056637744,0.1745,1.0,28.97392274250985,-79.51429032972493,-16.746683333360146
29,486.35639327222015,385.99960133277204,66.16978685717316,-75.64798128559283,0.1745,1.0,28.97392274250985,-79.51429032972493,-16.780202846136167
30,492.96639529620785,378.4319601440274,66.03025362258138,-75.7048424892995,0.1745,1.0,28.97392274250985,-79.51429032972493,-16.813652954320204
31,499.56243770137263,370.85867123201047,65.89059448071441,-75.76093575103893,0.1745,1.0,28.97392274250985,-79.51429032972493,-16.847055491597242
32,506.1432788479666,363.27958553560836,65.72622845116507,-75.82077817700369,0.1745,0.75,28.97392274250985,-79.51429032972493,-16.884702176970336
33,512.7076923457356,355.69449379597825,65.56204150421425,-75.88105661559852,0.1745,0.75,28.97392274250985,-79.51429032972493,-16.922425760457315
34,519.2556950950063,348.1033552266776,65.39801348119919,-75.94171477041496,0.1745,0.75,28.97392274250985,-79.51429032972493,-16.960221502524703
35,525.7873021287356,340.5061340574832,65.2341271933866,-76.002708613473,0.1745,0.75,28.97392274250985,-79.51429032972493,-16.99808586359747
36,532.3037578952669,332.90301545383636,65.0949881372387,-76.05966345946395,0.1745,1.0,28.97392274250985,-79.51429032972493,-17.031714894422464
37,538.8050626724942,325.2940151704236,64.93110740730658,-76.12034220879083,0.1745,0.75,28.97392274250985,-79.51429032972493,-17.06962256597079
38,545.2875246537868,317.67849182008575,64.71813221854603,-76.19012479796686,0.1745,0.25,28.97392274250985,-79.51429032972493,-17.116239563605586
39,551.749950034642,310.0560991465867,64.53037539855792,-76.25772867201479,0.1745,0.5,28.97392274250985,-79.51429032972493,-17.158797527676363
40,558.194843699417,302.42711831062826,64.36749789694224,-76.3218880471536,0.1745,0.75,28.97392274250985,-79.51429032972493,-17.197159426696984
41,564.6246797589896,294.7919450281955,64.22922329451083,-76.38157760150094,0.1745,1.0,29.444059333551778,-78.02034844449581,-17.231214444854864
42,571.036425447183,287.16161452305187,64.00569046935583,-76.22503250137206,0.1745,0.75,29.444059333551778,-78.02034844449581,-17.250505680519012
43,577.4251746760456,279.54460577160154,63.769294107896535,-76.1151425276346,0.1745,0.5,29.444059333551778,-78.02034844449581,-17.277888355850852
44,583.7932268273775,271.93726970205466,63.59174891874088,-76.03157886330256,0.1745,1.0,29.444059333551778,-78.02034844449581,-17.299668693127835
