t,x,y,vx,vy,theta
0,103.88296864895268,2755.40211595576,47.30154090428976,4.428648847992621,0.07315896464680699
1,108.60772891570409,2755.8186303446582,47.19366443073821,3.9016389299696117,0.07315896464680699
2,113.32112636518104,2756.1884742543134,47.07428455880082,3.49523926313136,0.07315896464680699
3,118.02213156198837,2756.5222216698985,46.945819377345906,3.179709048571154,0.07315896464680699
4,122.70993721552969,2756.827840947885,46.81029369348059,2.9326765111599444,0.07315896464680699
5,127.38391939716959,2757.111339740326,46.66934993931732,2.7372993376630856,0.07315896464680699
6,132.04360153769264,2757.3772493589595,46.52429287114345,2.5808930350079415,0.07315896464680699
7,136.68862339920702,2757.628989104913,46.37614435914388,2.4539018840683684,0.07315896464680699
8,141.3187154578693,2757.8691404506562,46.22569681410156,2.349125030788164,0.07315896464680699
9,145.93367831823764,2758.0996534054475,46.0735603932649,2.2611340650412655,0.07315896464680699
10,150.533366464473,2758.3220018453762,45.92020253144248,2.1858347335362414,0.07315896464680699
11,155.1176755901271,2758.5373004423104,45.76597998163929,2.120137205151651,0.07315896464680699
12,159.68653280124227,2758.7463927055232,45.61116424066371,2.06170805910399,0.07315896464680699
13,164.23988908528975,2758.9499172963324,45.4559614402858,2.0087837570788714,0.07315896464680699
14,168.7777135451705,2759.1483580014274,45.300527757329675,1.9600303448239926,0.07315896464680699
15,173.29998899661967,2759.342081413618,45.1449812716535,1.9144378989918762,0.07315896464680699
16,177.80670861261004,2759.5313653627118,44.98941104815357,1.8712410828825612,0.07315896464680699
17,182.29787336853767,2759.716420382949,44.833884070398966,1.8298593218623385,0.07315896464680699
18,186.77349009819775,2759.897405935304,44.67845052280283,1.7898517252383894,0.07315896464680699
19,191.23357001479923,2760.074442676362,44.523147809226366,1.750883095927843,0.07315896464680699
20,195.67812758565515,2760.247621745217,44.368003607892135,1.7126982811739988,0.07315896464680699
21,200.1071796756939,2760.4170117993663,44.21303819288321,1.6751028018032423,0.07315896464680699
22,204.52074489524992,2760.5826643499945,44.05826619823689,1.637948210759494,0.07315896464680699
23,208.91884310309845,2760.7446178113632,43.903697958733616,1.6011210166114558,0.07315896464680699
24,213.30149502750183,2760.9029005770194,43.74934052933373,1.5645342965134696,0.07315896464680699
25,217.66872197700192,2761.057533358836,43.59519846066823,1.5281213398132139,0.07315896464680699
26,222.02054561950064,2761.2085309671365,43.44127438930605,1.4918308262036464,0.07315896464680699
27,226.35698781333247,2761.355903666674,43.28756948733042,1.455623164543418,0.07315896464680699
28,230.6780704779487,2761.4996582104186,43.13408380499395,1.4194677103505597,0.07315896464680699
29,234.98381549480166,2761.639798628391,42.98081653206538,1.3833406490933144,0.07315896464680699
30,239.27424463127002,2761.776326830068,42.8277661973016,1.3472233844387784,0.07315896464680699
31,243.54937948217497,2761.909243064781,42.67493082079735,1.3111013098283282,0.07315896464680699
32,247.80924142473577,2762.038546273838,42.522308030418586,1.2749628713161532,0.07315896464680699
33,252.05385158379855,2762.16423436,42.36989515083709,1.2387988519235824,0.07315896464680699
34,256.28323080492265,2762.2863043938273,42.21768927164555,1.202601824620318,0.07315896464680699
35,260.49739963347923,2762.404752771748,42.0656872994857,1.1663657337904358,0.07315896464680699
36,264.6963782983509,2762.519575337172,41.9138859979475,1.1300855746875835,0.07315896464680699
37,268.88018669915357,2762.6307674732907,41.762282018105175,1.093757147690825,0.07315896464680699
38,273.0488443961527,2762.738324174161,41.61087192187723,1.0573768697125139,0.07315896464680699
39,277.2023706022406,2762.842240099112,41.45965219988118,1.0209416293135831,0.07315896464680699
40,281.34078417648766,2762.9425096143414,41.30861928506033,0.9844486752747951,0.07315896464680699
41,285.46410361889366,2763.039126824645,41.15776956306005,0.9478955308000888,0.07315896464680699
42,289.57234706605175,2763.1320855975537,41.007099380102126,0.9112799273753864,0.07315896464680699
43,293.6655322875034,2763.2213795816083,40.856605048931144,0.8745997537131627,0.07315896464680699
44,297.7436766826136,2763.307002220108,40.70628285327313,0.837853016285598,0.07315896464680699
45,301.8067972778345,2763.388946761361,40.55612905114456,0.8010378087675121,0.07315896464680699
46,305.8549107242553,2763.4672062662157,40.406139877271556,0.7641522883352582,0.07315896464680699
47,309.88803329535983,2763.5417736134946,40.256311544819134,0.7271946572455076,0.07315896464680699
48,313.90618088493,2763.612641503781,40.10664024658429,0.6901631484833654,0.07315896464680699
49,317.9093690050478,2763.679802461933,39.95712215577151,0.6530560145491654,0.07315896464680699
50,321.89761278415847,2763.743248838594,39.807753426441884,0.6158715186678233,0.07315896464680699
51,325.8709269651659,2763.802972810921,39.658530193706426,0.5786079278692061,0.07315896464680699
52,329.8293259035371,2763.85896638269,39.50944857371785,0.5412635075143406,0.07315896464680699
53,333.77282356539814,2763.911221383913,39.360504663502745,0.5038365169394009,0.07315896464680699
54,337.7014335256066,2763.9597294700584,39.211694540666656,0.4663252059641055,0.07315896464680699
55,341.6151689657898,2764.00448212096,39.06301426299687,0.42872781206866845,0.07315896464680699
56,345.51404267233875,2764.0454706394676,38.9144598679824,0.39104255808775057,0.07315896464680699
57,349.39806703435113,2764.082686149887,38.76602737226583,0.3532676503040335,0.07315896464680699
58,353.26725404151637,2764.116119596245,38.61771277103866,0.3154012768504128,0.07315896464680699
59,357.12161528193775,2764.145761740405,38.46951203738875,0.2774416063501809,0.07315896464680699
60,360.9611619398875,2764.1716031600595,38.321421121606704,0.23938678674032798,0.07315896464680699
61,364.78590479349066,2764.1936342466083,38.17343595045624,0.20123494423527408,0.07315896464680699
