t,x,y,vx,vy,theta
0,166.4019571448307,2291.358925782659,44.571343886200815,4.905197503476145,0.08739524461192721
1,170.85411182835736,2291.8195176773206,44.47174978433216,4.306640389755526,0.08739524461192721
2,175.29559881102492,2292.226721774811,44.357989869018965,3.8374415600504763,0.08739524461192721
3,179.7251373165575,2292.591963492022,44.232780241632355,3.4673927841698546,0.08739524461192721
4,184.14169923437007,2292.9240023225466,44.09845811461924,3.1733838263221825,0.08739524461192721
5,188.54447053664012,2293.2295571358122,43.95696793078206,2.9377124389940334,0.08739524461192721
6,192.93281351124003,2293.5137833412327,43.80989156121586,2.7468116694166778,0.08739524461192721
7,197.30623289839207,2293.78063798943,43.658496181824944,2.5902812945265903,0.08739524461192721
8,201.66434699944608,2294.033159411534,43.50378583925561,2.460147147554854,0.08739524461192721
9,206.0068637841147,2294.2736814539235,43.34654985411689,2.3502937002310413,0.08739524461192721
10,210.33356153643763,2294.503997600455,43.18740519234196,2.2560292303973886,0.08739524461192721
11,214.64427339897114,2294.725486696259,43.02683205832808,2.173752685680945,0.08739524461192721
12,218.93887515261903,2294.939209258956,42.8652030146298,2.1006985682626693,0.08739524461192721
13,223.21727562266167,2295.145981269337,42.702806386222896,2.0347416393567808,0.08739524461192721
14,227.4794091840485,2295.3464307237195,42.53986484151393,1.9742474482931067,0.08739524461192721
15,231.72522992699152,2295.5410409929937,42.37655001734607,1.917957937186018,0.08739524461192721
16,235.95470712587144,2295.7301840837195,42.21299396025261,1.8649038773318827,0.08739524461192721
17,240.16782172581532,2295.91414616876,42.049298038624855,1.8143378234820515,0.08739524461192721
18,244.3645636209508,2296.09314719772,41.88553986408493,1.7656827557206598,0.08739524461192721
19,248.54492954694717,2296.267355971339,41.721778655842456,1.7184927166542505,0.08739524461192721
20,252.70892144938014,2296.436901738318,41.55805939281682,1.6724226229273043,0.08739524461192721
21,256.85654522026846,2296.6018831242777,41.39441602494948,1.6272050962750517,0.08739524461192721
22,260.98780971931285,2296.7623750125013,41.23087395593818,1.5826326681918335,0.08739524461192721
23,265.1027260152372,2296.918433850948,41.067451962548915,1.5385441007410823,0.08739524461192721
24,269.2013067972945,2297.0701017491083,40.90416367859654,1.4948138624634395,0.08739524461192721
25,273.2835659183598,2297.2174096434583,40.74101874270948,1.4513440245361864,0.08739524461192721
26,277.349518039818,2297.3603797454334,40.578023686455445,1.408058014966308,0.08739524461192721
27,281.39917835523755,2297.4990274362012,40.41518262193592,1.3648958003885758,0.08739524461192721
28,285.4325623750568,2297.6333627345057,40.25249777444979,1.3218101656963857,0.08739524461192721
29,289.4496857585493,2297.7633914347234,40.08996989540011,1.2787638386541325,0.08739524461192721
30,293.4505641824482,2297.889115989929,39.92759858257751,1.2357272654603755,0.08739524461192721
31,297.43521323801497,2298.0105361976143,39.765382528757456,1.1926768882421275,0.08739524461192721
32,301.40364835019153,2298.127649732523,39.60331971477404,1.1495938099305636,0.08739524461192721
33,305.3558847139079,2298.240452560939,39.44140755955405,1.106462758387036,0.08739524461192721
34,309.2919372437236,2298.348939262954,39.27964303675993,1.063271281912954,0.08739524461192721
35,313.2118205338368,2298.4531032832415,39.11802276550373,1.0200091238346434,0.08739524461192721
36,317.1155488261574,2298.5529371262237,38.956543080908105,0.9766677358085323,0.08739524461192721
37,321.0031359846522,2298.648432507948,38.795200088988295,0.9332398986856706,0.08739524461192721
38,324.8745954745678,2298.739580474225,38.633989709323764,0.8897194268514935,0.08739524461192721
39,328.7299403454445,2298.8263714924383,38.47290770821065,0.8461009374092043,0.08739524461192721
