t,x,y,vx,vy,theta
0,143.47718405779426,2449.054597128186,45.280298325811316,-1.667900121098805,-0.038533315163936745
1,148.0027472132319,2448.869486504331,45.23096478294179,-2.0343123559986585,-0.038533315163936745
2,152.5233967204648,2448.6519326748407,45.18202536171611,-2.316764233805586,-0.038533315163936745
3,157.03915533099948,2448.4093572190777,45.133146848977155,-2.5347448814590425,-0.038533315163936745
4,161.55002165666383,2448.147457659523,45.084179664309715,-2.7032463096391255,-0.038533315163936745
5,166.05598422646955,2447.8706057526474,45.0350717318044,-2.833791827869368,-0.038533315163936745
6,170.55702881968475,2447.5821545964754,44.985820132499796,-2.9352312955730597,-0.038533315163936745
7,175.05314205138495,2447.284675208822,44.93644450150455,-3.0143564574932062,-0.038533315163936745
8,179.54431291752198,2446.9801385576916,44.88697282123618,-3.0763765651199457,-0.038533315163936745
9,184.03053326793352,2446.6700554596287,44.83743418699467,-3.1252853961367695,-0.038533315163936745
10,188.511797748305,2446.3555839908586,44.78785542043519,-3.1641439792633475,-0.038533315163936745
11,192.98810350673799,2446.0376118896584,44.738259748224216,-3.1952980447447357,-0.038533315163936745
12,197.45944982123538,2445.716819734765,44.6886665417235,-3.220545053124563,-0.038533315163936745
13,201.92583772642627,2445.3937293640092,44.63909156209397,-3.2412623619947407,-0.038533315163936745
14,206.3872696750944,2445.0687409710968,44.58954741126865,-3.2585054962528006,-0.038533315163936745
15,210.8437492473405,2444.7421615236094,44.5400440336535,-3.2730834534928444,-0.038533315163936745
16,215.2952809086987,2444.4142265314636,44.4905891935103,-3.28561638942329,-0.038533315163936745
17,219.74186981319127,2444.085116722199,44.44118889634114,-3.296579795864248,-0.038533315163936745
18,224.18352164526928,2443.754970815887,44.39184774521902,-3.306338330375569,-0.038533315163936745
19,228.62024249423547,2443.423895313316,44.34256923410464,-3.3151717210512657,-0.038533315163936745
20,233.05203875519155,2443.091971997063,44.293355985017,-3.3232946040043125,-0.038533315163936745
21,237.47891705131545,2442.759263681048,44.24420993746122,-3.330871716292049,-0.038533315163936745
22,241.9008841731094,2442.425818618557,44.19513249841785,-3.338029533526634,-0.038533315163936745
23,246.31794703104876,2442.091673882588,44.14612466036922,-3.344865185848124,-0.038533315163936745
24,250.7301126187551,2441.7568579587837,44.09718709375759,-3.3514532902366243,-0.038533315163936745
25,255.13738798440184,2441.421392734904,44.04832021917748,-3.3578511873547696,-0.038533315163936745
26,259.53978020854123,2441.0852950277113,43.999524263609956,-3.364102956505232,-0.038533315163936745
27,263.9372963869293,2440.7485777551556,43.95079930415073,-3.370242494613077,-0.038533315163936745
28,268.32994361723536,2440.411250836521,43.902145301970606,-3.376295878075065,-0.038533315163936745
29,272.71772898876725,2440.073321883867,43.85356212866668,-3.382283175012861,-0.038533315163936745
