state,action,value
1,1,-47202.308531604016
1,2,-47244.97539200936
1,3,-46863.04798327509
1,4,-48246.07296495514
1,5,-50618.56692220751
1,6,-51630.84890230972
1,7,-48408.19114029961
1,8,-46603.73232737873
1,9,-38837.59418029478
1,10,-36776.10986508459
1,11,-47799.40219641845
1,12,-42453.60707081392
1,13,-48817.121827792376
1,14,-48973.15578692446
1,15,-48353.91034021806
1,16,-47463.30647238952
1,17,-53213.374724064066
1,18,-50112.6123362243
1,19,-50890.35840721847
1,20,-48306.03047174683
2,1,-9701.768004985202
2,2,-9426.811046555978
2,3,-9897.950305337776
2,4,-10590.322466513044
2,5,-9649.130132501441
2,6,-9441.54573852578
2,7,-7460.06024087677
2,8,-28439.823226621324
2,9,-365.2079654937153
2,10,-10601.794286357534
2,11,-455.0135370565605
2,12,-28969.76133203298
2,13,-11463.263816231487
2,14,-766.3956292774956
2,15,-26463.844635544574
2,16,-11171.741185575627
2,17,-9875.67245456839
2,18,-10912.473649672294
2,19,-10478.872815764931
2,20,-3246.3456536525264
3,1,603.3022553783408
3,2,687.2398340949197
3,3,-8209.329140797832
3,4,446.9147626586187
3,5,1326.4201873496754
3,6,764.6322515242828
3,7,-8380.850468060908
3,8,559.0071329050654
3,9,1104.744971360733
3,10,639.8083837340155
3,11,646.6826934356051
3,12,-6380.690895541336
3,13,-168.74825541836435
3,14,-6824.992941647726
3,15,1175.6273452811215
3,16,1320.4612178397344
3,17,486.80772142877265
3,18,2597.3148512628413
3,19,1384.0706325090255
3,20,550.5809073199704
4,1,884.2641479228462
4,2,941.1356023151358
4,3,-5757.441168182861
4,4,754.1370354649216
4,5,869.210711938219
4,6,920.0565948112139
4,7,718.4582330186145
4,8,940.5805754668928
4,9,931.8839137563921
4,10,1022.6961817805519
4,11,972.8704389271602
4,12,867.4947739509544
4,13,1045.2709635141555
4,14,-6625.814985037745
4,15,798.9056370506903
4,16,643.9981801909455
4,17,540.0632442245444
4,18,977.5692843237639
4,19,662.7721260528853
4,20,981.6201616683254
5,1,666.1316087432388
5,2,749.2957423247235
5,3,719.0531363564025
5,4,868.5996155509808
5,5,817.6932787325636
5,6,3763.369475850337
5,7,651.4945175017561
5,8,782.646861614314
5,9,791.4800893318611
5,10,828.5977412117404
5,11,835.626085343107
5,12,869.4567645872119
5,13,-8082.627902252477
5,14,766.6451446234373
5,15,877.425569329942
5,16,886.5066323729882
5,17,753.5189350929923
5,18,642.4617107369395
5,19,913.8942854481238
5,20,-8049.587479619029
6,1,0.0
6,2,0.0
6,3,0.0
6,4,0.0
6,5,0.0
6,6,0.0
6,7,0.0
6,8,0.0
6,9,0.0
6,10,0.0
6,11,0.0
6,12,0.0
6,13,0.0
6,14,0.0
6,15,0.0
6,16,0.0
6,17,0.0
6,18,0.0
6,19,0.0
6,20,0.0
7,1,991.9840193021092
7,2,748.9421524965171
7,3,-7865.493358460499
7,4,9403.505578019527
7,5,836.9501357699555
7,6,965.8469012596853
7,7,895.0363742524779
7,8,231.12244972396797
7,9,905.2834137391792
7,10,927.0563351888768
7,11,794.257475803448
7,12,1110.0912560277472
7,13,923.4662401449968
7,14,980.4158572525441
7,15,699.3105674360185
7,16,840.0853403731103
7,17,841.4411418411369
7,18,-6820.975526910286
7,19,1012.3172854375213
7,20,797.7750814365286
8,1,453.3261375328875
8,2,787.713689048302
8,3,491.9793383541082
8,4,785.1534048927743
8,5,702.6472404724469
8,6,892.1744903832484
8,7,234.2086982798628
8,8,161.4089358399524
8,9,-3873.7066918826904
8,10,5995.845786249463
8,11,874.6128997698097
8,12,665.3012626729898
8,13,-6918.219457207741
8,14,-2553.4986334240875
8,15,1039.534048124311
8,16,-7967.687893518816
8,17,-6406.59407002479
8,18,-5077.712867931541
8,19,519.4508683589993
8,20,726.5273105917787
9,1,1092.9164061704328
9,2,1087.8132409549712
9,3,1069.433222474899
9,4,-4062.6765846350486
9,5,912.2359986116257
9,6,981.3451435451054
9,7,657.885223934649
9,8,133.7991000768252
9,9,756.9019715377129
9,10,823.2895028192931
9,11,965.2163811573997
9,12,676.7775158051481
9,13,910.214417421385
9,14,720.9578900873087
9,15,728.7422458026194
9,16,828.8064561634677
9,17,736.2306700383292
9,18,1420.2710094151957
9,19,832.4860579362203
9,20,711.1899104487552
10,1,717.4903579309208
10,2,854.9854879769334
10,3,726.496100006834
10,4,909.2804759414503
10,5,248.57916683741155
10,6,883.7150088681949
10,7,907.7225648612202
10,8,954.1705397804678
10,9,1054.2467232092317
10,10,1664.5932833617583
10,11,800.9228056016234
10,12,843.2805543020179
10,13,1074.6150339518329
10,14,928.7667119388336
10,15,1819.9683465312733
10,16,834.1364935257927
10,17,746.5688243011899
10,18,890.7870578125725
10,19,1538.8721483973313
10,20,1042.825370355405
11,1,-50141.15297166488
11,2,-42742.37159114619
11,3,-47909.03817247682
11,4,-42744.27377105768
11,5,-45663.28047372535
11,6,-45676.51322005108
11,7,-42997.66599915167
11,8,-48504.52329789423
11,9,-50827.71829658204
11,10,-49093.50130733368
11,11,-49919.867432330495
11,12,-52638.58755688112
11,13,-51474.75913160393
11,14,-44466.386101531854
11,15,-50703.73331696175
11,16,-49480.973216221275
11,17,-44957.570027027454
11,18,-50374.0514150906
11,19,-52142.709669333344
11,20,-43232.45875674243
12,1,-9387.50166735747
12,2,-9892.85855572524
12,3,-9969.03299094331
12,4,-28560.427297681767
12,5,-12982.061119091002
12,6,-31377.405105900616
12,7,-35326.99976770556
12,8,-34701.441052477945
12,9,-26240.3302700185
12,10,-26619.567870060397
12,11,-8899.043454171548
12,12,-8877.500498317606
12,13,-32512.62249705458
12,14,2388.0121444530887
12,15,-36945.32524621482
12,16,-10675.778267840524
12,17,-36265.0067109881
12,18,-29431.730568753348
12,19,-35170.877178801486
12,20,-33487.661136698094
13,1,570.3097012819475
13,2,781.3223731925438
13,3,-1099.6204033699041
13,4,211.73187731542396
13,5,-6660.644760619067
13,6,-6699.216628976431
13,7,-6673.213273772728
13,8,-8452.816756255554
13,9,665.7938188853362
13,10,619.6584253773517
13,11,-168.95794293312792
13,12,-3759.078235077413
13,13,-2756.5834877609686
13,14,-2492.5496110169665
13,15,212.40295176755876
13,16,750.580239368667
13,17,569.7834496328613
13,18,-666.1190945247163
13,19,702.6629024436404
13,20,654.5739425685529
14,1,501.49601300854306
14,2,510.0926114106173
14,3,469.7458633080154
14,4,-70.69123034548102
14,5,489.55967194523294
14,6,471.4203557944393
14,7,498.19669187448824
14,8,462.30797696360037
14,9,496.1232131932539
14,10,510.49046513461735
14,11,-7279.333027914944
14,12,-8057.222865486856
14,13,483.13376607374266
14,14,610.7082539354449
14,15,472.81493535141476
14,16,-7575.750158720529
14,17,-8302.575970314763
14,18,475.9269757292081
14,19,473.33804880061706
14,20,487.82685148762033
15,1,453.39912174712873
15,2,490.5853960321275
15,3,447.57123191495396
15,4,459.20185169336986
15,5,484.9137613363705
15,6,649.1905164692148
15,7,461.6904575379008
15,8,490.0763540899931
15,9,490.1762644023458
15,10,456.64897950152977
15,11,484.4495307278342
15,12,462.96700873399885
15,13,471.7012841819561
15,14,487.24148098390157
15,15,481.5174654088003
15,16,475.410963073937
15,17,480.4578441219403
15,18,480.0476570016082
15,19,468.7852770140706
15,20,485.5249498642604
16,1,0.0
16,2,0.0
16,3,0.0
16,4,0.0
16,5,0.0
16,6,0.0
16,7,0.0
16,8,0.0
16,9,0.0
16,10,0.0
16,11,0.0
16,12,0.0
16,13,0.0
16,14,0.0
16,15,0.0
16,16,0.0
16,17,0.0
16,18,0.0
16,19,0.0
16,20,0.0
17,1,1316.3037292285928
17,2,1123.434540668464
17,3,1352.5960983459813
17,4,701.2209185726348
17,5,778.3103003479844
17,6,680.0723929487183
17,7,-7385.263465752753
17,8,708.0211827624189
17,9,1265.7817357926497
17,10,2529.2502559601357
17,11,1349.5605088979191
17,12,652.9108670309458
17,13,742.3845914516655
17,14,615.6696744045976
17,15,740.2077180517001
17,16,755.6007491894013
17,17,959.4657217540105
17,18,690.021890594097
17,19,712.8888965773161
17,20,692.4551181592773
18,1,927.2252948865541
18,2,987.9879288655168
18,3,-7665.5426710819365
18,4,-7270.965770202543
18,5,991.853891599711
18,6,964.7065057247589
18,7,967.8958925042012
18,8,985.9190479245743
18,9,921.8305383730876
18,10,913.5674431208092
18,11,801.3481529057935
18,12,1261.4998727981601
18,13,1347.2028449898617
18,14,965.5265969252373
18,15,988.0263228212497
18,16,1019.3824656477029
18,17,-8093.9053814594345
18,18,800.3949806874757
18,19,946.0948948114667
18,20,956.8818130486529
19,1,-7903.295785962777
19,2,859.931874888462
19,3,935.4812627304811
19,4,951.7457889089509
19,5,953.3501003903302
19,6,970.8117381258024
19,7,940.7541781502667
19,8,855.9150088269148
19,9,-7515.43469975954
19,10,-7228.441582924168
19,11,1407.769009490255
19,12,-6408.723440238673
19,13,828.7915679903978
19,14,954.4551272290919
19,15,861.9754304696678
19,16,182.95534491920807
19,17,945.149858833383
19,18,183.4587342458484
19,19,942.1593960095637
19,20,909.1537626527288
20,1,832.7910412852141
20,2,870.0414179577898
20,3,733.3457131365425
20,4,865.9091598076908
20,5,819.764632977302
20,6,825.488413921496
20,7,833.094122472901
20,8,819.0536239924528
20,9,785.658294932278
20,10,841.6209329020472
20,11,788.5170802937578
20,12,790.7765042691527
20,13,1106.6998093290622
20,14,869.9723519285283
20,15,790.865277723801
20,16,967.106775854941
20,17,839.062205778101
20,18,842.6945160111263
20,19,804.1698294095303
20,20,844.5017561376085
21,1,-49123.6827856149
21,2,-43152.048307526406
21,3,-34476.221279737554
21,4,-51221.66256519983
21,5,-46011.21658019665
21,6,-41752.05370555088
21,7,-51546.57701007426
21,8,-37306.91556961724
21,9,-32557.911353364092
21,10,-41331.786873209894
21,11,-48570.72635394646
21,12,-42870.79681307578
21,13,-47535.385304788
21,14,-46725.623253534286
21,15,-46888.860851475154
21,16,-45763.18296823614
21,17,-41501.23114556069
21,18,-46828.05170303828
21,19,-45598.323831787144
21,20,-40017.656779990386
22,1,-3315.015201806214
22,2,-806.3977419301282
22,3,-264.94064663785707
22,4,-6069.910726988721
22,5,-2504.8914384611194
22,6,-28335.35672024631
22,7,-3016.302058991091
22,8,-3517.0546577167866
22,9,-335.6762848292151
22,10,-5067.348566675931
22,11,-5761.9640506696005
22,12,-3774.89203452687
22,13,-575.4472210921263
22,14,-7594.674084804788
22,15,-36012.658463339416
22,16,-3331.44146642588
22,17,-7574.08489124126
22,18,-19151.549763152867
22,19,-33326.51186038687
22,20,-25121.77905191951
23,1,496.1489203213814
23,2,732.1969570581755
23,3,824.5194067542429
23,4,529.8334951128386
23,5,510.81759011559075
23,6,628.4151212813262
23,7,833.1294959526241
23,8,470.8959291039135
23,9,380.3139620637523
23,10,738.8775843304272
23,11,712.6361606975461
23,12,571.9169082370254
23,13,737.648907986334
23,14,593.1020712825402
23,15,222.58423905076995
23,16,514.9264797357
23,17,477.67638430131933
23,18,740.9221036930223
23,19,762.9757293471647
23,20,711.2401642781747
24,1,504.97556581306316
24,2,416.36889149009323
24,3,588.3786972104765
24,4,656.2427492563697
24,5,626.9482841147415
24,6,342.97416235509496
24,7,550.5076299729567
24,8,453.65680503829003
24,9,606.0387902840038
24,10,678.0569073702552
24,11,498.56085355392577
24,12,383.33196219075217
24,13,644.8350191737841
24,14,505.7319324181572
24,15,685.8955723581716
24,16,425.3857259751253
24,17,784.6612435603324
24,18,651.0048047463304
24,19,682.364964849859
24,20,679.4827529208545
25,1,557.9827819102551
25,2,487.4708098246329
25,3,486.1166416970731
25,4,535.3294368741749
25,5,572.1604587066199
25,6,767.9846509137874
25,7,778.7273716852012
25,8,568.0737193066321
25,9,630.9008827579707
25,10,317.4628133662702
25,11,533.9061760338134
25,12,434.19048517895766
25,13,553.0438441451159
25,14,4117.574659976197
25,15,580.6700799962618
25,16,503.64346260823066
25,17,613.2277791064699
25,18,510.95374616984395
25,19,518.3211881548824
25,20,509.16709752156225
26,1,0.0
26,2,0.0
26,3,0.0
26,4,0.0
26,5,0.0
26,6,0.0
26,7,0.0
26,8,0.0
26,9,0.0
26,10,0.0
26,11,0.0
26,12,0.0
26,13,0.0
26,14,0.0
26,15,0.0
26,16,0.0
26,17,0.0
26,18,0.0
26,19,0.0
26,20,0.0
27,1,692.6908540087288
27,2,499.27313202779806
27,3,526.9198186683627
27,4,551.8378054030907
27,5,527.3118983476725
27,6,543.9975482551386
27,7,519.1802772394374
27,8,-253.71564913208863
27,9,545.4874787469546
27,10,387.73352744823495
27,11,443.6118048077924
27,12,528.3838743412819
27,13,551.3868988280896
27,14,390.04517305563957
27,15,412.6736468451911
27,16,527.2991530807434
27,17,611.3218647789806
27,18,486.54197781543957
27,19,533.0787136934125
27,20,792.2754836026916
28,1,764.27054477306
28,2,564.7980710266827
28,3,665.3402154842281
28,4,730.7166832143041
28,5,708.757654814504
28,6,673.8464311175285
28,7,579.2565497535321
28,8,556.3001233046659
28,9,638.7647209367259
28,10,451.8707462986671
28,11,657.394543445415
28,12,779.3343532040251
28,13,530.9529155007903
28,14,504.7699419380568
28,15,707.0284897070983
28,16,476.01542977054766
28,17,489.96071567252994
28,18,868.7501461509718
28,19,579.5263056011272
28,20,510.41418740641296
29,1,465.0131592795416
29,2,610.5389140745688
29,3,532.8111680023937
29,4,545.2017176468032
29,5,424.9416479886436
29,6,422.97964485355203
29,7,515.2475773223928
29,8,431.56048219059574
29,9,509.61155151872134
29,10,421.8713923279044
29,11,526.5033722939713
29,12,937.7077221221429
29,13,617.1252081588025
29,14,547.8663498199192
29,15,464.58492678921505
29,16,497.8879617362524
29,17,606.2885250190404
29,18,584.6076056811517
29,19,457.9625879474998
29,20,360.5571364375574
30,1,542.458890743953
30,2,413.296705257269
30,3,497.96455489889604
30,4,469.9631442768605
30,5,528.8377538457645
30,6,518.1184524853519
30,7,804.3931613138925
30,8,457.2543490831895
30,9,537.1026417838664
30,10,-183.91185264356648
30,11,499.13744455999245
30,12,526.0969612523156
30,13,447.29724640625113
30,14,464.9898213467076
30,15,558.7813387066865
30,16,522.62963295091
30,17,669.1904590949604
30,18,438.6723734245037
30,19,617.4350196601639
30,20,605.8305154885724
31,1,-44955.07904286914
31,2,-46814.86574751049
31,3,-44155.56086039056
31,4,-44991.84216156344
31,5,-44582.06213595019
31,6,-48942.522944067976
31,7,-39672.50562891386
31,8,-50877.381805193865
31,9,-47566.789636215086
31,10,-48252.226188195484
31,11,-52373.07528038984
31,12,-45363.57569556119
31,13,-45536.83300891493
31,14,-44179.71485254457
31,15,-50262.62294325056
31,16,-45916.98269673244
31,17,-46296.308549002046
31,18,-46228.319130351425
31,19,-46504.8963090952
31,20,-46449.009083134115
32,1,-28476.80260445012
32,2,-5523.5940013106965
32,3,-5655.040287675583
32,4,-29796.279480609548
32,5,-23872.20477497
32,6,-11043.963021894151
32,7,-4380.540262341963
32,8,-18123.928291928292
32,9,-2096.45771369417
32,10,-35377.770048055616
32,11,-2940.7484205514515
32,12,-3839.7191465288684
32,13,-3418.620384253056
32,14,-25513.26495771782
32,15,-4316.843196460055
32,16,-8566.630118504601
32,17,-5687.933663135226
32,18,-5544.054057914885
32,19,-4152.643176427254
32,20,-6133.331570072368
33,1,485.9910143679318
33,2,493.1746269044695
33,3,514.1838757394449
33,4,511.95319071874906
33,5,632.9103927968744
33,6,517.3600782351269
33,7,484.15344780834033
33,8,508.66490467175686
33,9,974.4716427248233
33,10,-431.0312700633816
33,11,505.56923393128034
33,12,476.8562332834707
33,13,476.5650629145798
33,14,-996.8377992976579
33,15,521.4614125189634
33,16,521.6756236741253
33,17,216.72488865305104
33,18,492.4460394265828
33,19,488.9919718606416
33,20,519.9259417031344
34,1,450.2521641913046
34,2,590.8426929646848
34,3,442.3480829177869
34,4,451.0397744856305
34,5,419.1321730948541
34,6,622.0537585781327
34,7,802.9051834485924
34,8,427.7210506373151
34,9,455.65347427158343
34,10,567.1598338503048
34,11,567.7069535641635
34,12,424.3448554327337
34,13,422.91352166884946
34,14,747.28490757591
34,15,1983.4196337788835
34,16,591.5525314264682
34,17,421.17542313562205
34,18,420.630698900671
34,19,445.35541276461737
34,20,414.66451087873276
35,1,1837.191725285381
35,2,1722.4063536511017
35,3,1859.3092848531628
35,4,1830.3353298110123
35,5,288.6134973172851
35,6,629.3234776238044
35,7,6760.504032192107
35,8,576.8263650612118
35,9,289.4327353951587
35,10,308.07421363997724
35,11,287.5595678126514
35,12,1797.839280592466
35,13,1833.9695724982896
35,14,1849.7153422625177
35,15,1869.7153781648924
35,16,304.68260631688247
35,17,1819.6338161313224
35,18,1855.5203221326285
35,19,296.92162745128223
35,20,307.38047312617664
36,1,0.0
36,2,0.0
36,3,0.0
36,4,0.0
36,5,0.0
36,6,0.0
36,7,0.0
36,8,0.0
36,9,0.0
36,10,0.0
36,11,0.0
36,12,0.0
36,13,0.0
36,14,0.0
36,15,0.0
36,16,0.0
36,17,0.0
36,18,0.0
36,19,0.0
36,20,0.0
37,1,490.51544558632577
37,2,465.54442800218965
37,3,482.4069534580897
37,4,418.1004181718593
37,5,471.4701615893339
37,6,683.7967022587262
37,7,496.4665108241494
37,8,498.6281565335246
37,9,637.1671312170929
37,10,520.8963198413912
37,11,933.1012808244133
37,12,384.4203142397747
37,13,649.40748169574
37,14,489.8992270003856
37,15,329.7675609599095
37,16,615.2273493731303
37,17,471.21037947845264
37,18,500.88729132113946
37,19,621.3203499569233
37,20,463.6862178446551
38,1,532.3089232365435
38,2,523.7296860287963
38,3,528.4204228067078
38,4,511.91937841942735
38,5,500.5268115348305
38,6,528.3265186303407
38,7,520.921740194937
38,8,487.41115854452335
38,9,502.8616828980212
38,10,500.7474384811316
38,11,513.7277669110895
38,12,520.5823980415684
38,13,499.9252691396566
38,14,535.5636545917331
38,15,533.0260362927415
38,16,537.9328798021426
38,17,517.580645077104
38,18,531.0884990620658
38,19,516.829219015203
38,20,526.4964221452285
39,1,508.7072857971614
39,2,491.41695646074066
39,3,437.2741333357495
39,4,530.6630185034572
39,5,461.63784616868935
39,6,498.8730792865693
39,7,517.0062642528663
39,8,501.1503932905101
39,9,512.2623375330647
39,10,488.65242580441867
39,11,488.47266338628145
39,12,503.92560721495425
39,13,493.5679091134376
39,14,525.2905389161991
39,15,501.0309711967494
39,16,519.9420227114208
39,17,535.9538036919791
39,18,515.1615977293083
39,19,522.4565258157132
39,20,443.590986556904
40,1,487.91879217908905
40,2,497.7425655050319
40,3,477.8932700675919
40,4,479.14089429079996
40,5,458.1777612571793
40,6,490.3656992491149
40,7,480.8203905283107
40,8,477.9841248969569
40,9,499.8834511763518
40,10,2389.1665671468395
40,11,493.4728583635454
40,12,426.37657783337465
40,13,457.9403136599965
40,14,464.9738183679599
40,15,334.4910433015778
40,16,476.09630784023426
40,17,476.24753337770875
40,18,22.75129861471237
40,19,495.9317750060802
40,20,487.9025316277305
41,1,-41481.67908431527
41,2,-47634.50181268601
41,3,-46131.348033822054
41,4,-51795.58766166439
41,5,-41628.046216596034
41,6,-45959.9585092457
41,7,-46760.9246998961
41,8,-23313.2368352544
41,9,-41706.85125601248
41,10,-41768.53921676783
41,11,-47818.76578051588
41,12,-52209.49886127175
41,13,-41904.950468449555
41,14,-43825.17350601622
41,15,-43719.744329214336
41,16,-47976.27132876872
41,17,-43967.65555827465
41,18,-45458.252020134656
41,19,-43213.72474377526
41,20,-32704.029422595846
42,1,-909.5035685780997
42,2,-429.2311868214913
42,3,-2237.20945576721
42,4,-4253.269644903765
42,5,-2502.9525989541967
42,6,-374.8719848602359
42,7,-28033.845012266876
42,8,-1029.0954920243762
42,9,-1247.6717560069596
42,10,-20775.273894917136
42,11,-2854.0150772828238
42,12,-407.10073613509667
42,13,-3230.383422949908
42,14,-2639.7110364392393
42,15,-365.15700544924334
42,16,-1954.08714626258
42,17,-371.6280055889064
42,18,-286.5091828329081
42,19,-443.86171854436645
42,20,-451.85517476732866
43,1,430.0997721154326
43,2,493.02923066126715
43,3,326.278675846386
43,4,362.190064237711
43,5,366.4083366654197
43,6,505.9874421245039
43,7,450.61081026984175
43,8,370.17126728837707
43,9,357.4150676332108
43,10,438.3406522017936
43,11,364.28022310470544
43,12,529.4450608789394
43,13,464.76097381411944
43,14,342.15926479835196
43,15,392.7939389337777
43,16,413.69678336964625
43,17,417.8342102320166
43,18,286.59227469096004
43,19,318.14745886336675
43,20,599.0637567140695
44,1,256.3889521652461
44,2,406.40054964445955
44,3,342.98446616602956
44,4,417.2179355151556
44,5,363.54527057839584
44,6,420.30645735747606
44,7,540.5866633068825
44,8,340.78194588931217
44,9,556.8289723502788
44,10,333.13767449862814
44,11,375.2445192008644
44,12,241.6247352971598
44,13,369.5542773673774
44,14,363.63352600437656
44,15,356.1934515812233
44,16,295.8148763286698
44,17,300.2456592810549
44,18,379.6996998466508
44,19,385.1012790707244
44,20,388.02985298764924
45,1,240.6516356181516
45,2,266.87688150388345
45,3,449.1854872483627
45,4,277.29469879410834
45,5,295.35046159697066
45,6,298.3792476818348
45,7,302.37659841057416
45,8,288.3751009195088
45,9,573.7397503671763
45,10,276.4693544698827
45,11,454.20497953407954
45,12,271.31726615891307
45,13,283.701819405715
45,14,258.3426757669436
45,15,259.1414176999227
45,16,293.66242669709675
45,17,193.91528345132974
45,18,229.80358179098624
45,19,297.3559970585825
45,20,408.43447479512884
46,1,0.0
46,2,0.0
46,3,0.0
46,4,0.0
46,5,0.0
46,6,0.0
46,7,0.0
46,8,0.0
46,9,0.0
46,10,0.0
46,11,0.0
46,12,0.0
46,13,0.0
46,14,0.0
46,15,0.0
46,16,0.0
46,17,0.0
46,18,0.0
46,19,0.0
46,20,0.0
47,1,232.5522686793472
47,2,234.60085735046704
47,3,228.87185174915535
47,4,218.20342019128174
47,5,192.99547076979167
47,6,-550.1660084052521
47,7,254.0177323594487
47,8,219.05866338158975
47,9,212.206679404878
47,10,251.22461048095937
47,11,363.63079236765986
47,12,299.33567055648587
47,13,253.45636042622016
47,14,243.15262726036582
47,15,255.00424527367898
47,16,243.30282063397615
47,17,373.3855005867246
47,18,221.87752941457984
47,19,247.64845581698748
47,20,150.4606884215169
48,1,276.3229118311052
48,2,204.55060286255073
48,3,260.3472757670715
48,4,254.05098891650164
48,5,266.445195325605
48,6,210.44983871175174
48,7,221.63915344166375
48,8,225.52076002252392
48,9,247.88299584329908
48,10,263.4537834850575
48,11,234.34587526126657
48,12,326.72546482401657
48,13,245.8233837248311
48,14,278.9424517144455
48,15,248.96561766278856
48,16,302.5496198048734
48,17,269.04128280457087
48,18,229.40319897299872
48,19,282.3387935499659
48,20,216.1164715486095
49,1,247.08365136673387
49,2,250.8334801640878
49,3,227.08369026303822
49,4,241.6432117587633
49,5,213.33241361965815
49,6,314.2811652074755
49,7,425.7523535967107
49,8,215.7078314468328
49,9,259.101232211641
49,10,231.2570670354544
49,11,247.19474008858413
49,12,520.8818874634633
49,13,250.63791073323222
49,14,193.714510304416
49,15,212.66021290515457
49,16,264.50805717654777
49,17,327.44832283977604
49,18,239.71855491952502
49,19,126.42582720062897
49,20,227.6838257178237
50,1,188.46383309113932
50,2,254.14982499195233
50,3,259.65562937333596
50,4,464.46628742634834
50,5,208.94214134264394
50,6,195.46034540213515
50,7,241.17225138923072
50,8,257.0855603994139
50,9,200.10699372473567
50,10,249.98349738785365
50,11,259.01464835569794
50,12,228.3855809725771
50,13,234.26812930230466
50,14,240.58248593923855
50,15,263.2446154361779
50,16,159.58023639009727
50,17,228.76679721265765
50,18,-591.3280046616808
50,19,188.25176114606595
50,20,265.10498263077744
51,1,-46154.18003087672
51,2,-46935.35517132577
51,3,-48292.00750733054
51,4,-52502.91615851439
51,5,-39266.2336111005
51,6,-44333.93248055149
51,7,-47978.29934448107
51,8,-44919.15814397856
51,9,-39213.33155878658
51,10,-49501.09280886464
51,11,-41821.80320837238
51,12,-38877.75709133515
51,13,-43366.090776849655
51,14,-49173.41807558427
51,15,-50990.57996154341
51,16,-43779.93088931115
51,17,-43772.98530411141
51,18,-31939.536156100123
51,19,-46660.83238698147
51,20,-48988.86754003092
52,1,-30208.291829751495
52,2,-3004.110207151949
52,3,-626.2032858485386
