t,x,y,vx,vy,theta,thr,wind_vx,wind_vy,r
0,242.03742723415914,606.3439151411567,45.595733498592345,0.018460081086220232,-0.011834905134236018,0.5,0.0,0.0,-0.4169314747608711
1,246.59072673147884,606.3680507449131,45.47025644780154,0.46425199404385215,0.07541509486576398,1.0,0.0,0.0,-0.6131064237935548
2,251.13710361347134,606.3855625483571,45.45728119204839,-0.11401592516493081,-0.011834905134236018,0.5,0.0,0.0,-0.3588238324379095
3,255.68209855234622,606.3519265832012,45.44261758544921,-0.5587033779531025,-0.011834905134236018,0.5,0.0,0.0,-0.1631460956338622
4,260.22677995966575,606.2789410720638,45.451010560941114,-0.9010068447960946,-0.011834905134236018,0.75,0.0,0.0,-0.0126192687687781
5,264.75902947386976,606.2208784865843,45.19397972313902,-0.2602448647954998,0.07541509486576398,0.0,0.0,0.0,-0.2938978993540498
6,269.27770217280795,606.1740009467585,45.1794742556251,-0.6773059317201486,-0.011834905134236018,0.5,0.0,0.0,-0.10928871095012258
7,273.7973256320705,606.0901754450009,45.21299492962588,-0.9992041034319994,-0.011834905134236018,1.0,0.0,0.0,-0.03282557347372497
8,278.3177016510273,605.9779490682145,45.19452544950945,-1.2453234322967524,-0.011834905134236018,0.5,0.0,0.0,-0.1418676069294617
9,282.82378469412583,605.8885545932243,44.92713541246202,-0.542566067507661,0.07541509486576398,0.0,0.0,0.0,-0.16756985325760312
10,287.3182453835504,605.8163343195871,44.96207837602886,-0.9018394052366285,-0.011834905134236018,1.0,0.0,0.0,-0.008001209447953544
11,291.80684289622224,605.7569500944817,44.80987187740771,-0.2858450968719235,0.07541509486576398,1.0,0.0,0.0,-0.281545325281189
12,296.28840343578133,605.707337582884,44.821338913773985,-0.70640513508168,-0.011834905134236018,0.75,0.0,0.0,-0.09397011257642786
13,300.76850674298385,605.6205194638093,44.78072723027669,-1.0299572464126991,-0.011834905134236018,0.25,0.0,0.0,-0.0507625564497307
14,305.2363320669083,605.5489934176319,44.575779248211944,-0.40056367713530283,0.07541509486576398,0.5,0.0,0.0,-0.2294522919524897
15,309.6957407270288,605.4889222284326,44.612393954198836,-0.8008601068520914,-0.011834905134236018,1.0,0.0,0.0,-0.05019932291435339
16,314.1587024238539,605.3934214498555,44.64683998230368,-1.1091554646882602,-0.011834905134236018,1.0,0.0,0.0,-0.08756688176428919
17,318.6130608220656,605.314429394794,44.44032798192981,-0.47068563654173745,0.07541509486576398,0.5,0.0,0.0,-0.19737624027889952
18,323.0505341743246,605.2915885173115,44.30913906324928,0.01386808689204605,0.07541509486576398,1.0,0.0,0.0,-0.41550210841498314
19,327.4833981091749,605.2679616665032,44.34813963375739,-0.48640510305780676,-0.011834905134236018,1.0,0.0,0.0,-0.18993894994859037
20,331.90668509779033,605.2430573985813,44.11760013855088,-0.011680255379759807,0.07541509486576398,0.0,0.0,0.0,-0.4040370860282366
21,336.3154174884678,605.2170133887446,44.05704767499807,-0.5091999413534631,-0.011834905134236018,0.0,0.0,0.0,-0.17823102843117014
22,340.7180000996065,605.1467373582326,43.99460454777572,-0.8963206688855131,-0.011834905134236018,0.0,0.0,0.0,-0.001976892333657304
23,345.10786827320834,605.0844883783126,43.80275892426113,-0.3486589295154532,0.07541509486576398,0.5,0.0,0.0,-0.25021606361557475
24,349.4900938252761,605.0281052905474,43.84175211709479,-0.7790028257874426,-0.011834905134236018,1.0,0.0,0.0,-0.05409731095106424
25,353.8624741902203,604.9756004928543,43.60585518178977,-0.2710931280757026,0.07541509486576398,0.0,0.0,0.0,-0.28511891708741866
26,358.22005318895594,604.925940978074,43.54572479292281,-0.7220971675308987,-0.011834905134236018,0.0,0.0,0.0,-0.07786234620856834
27,362.5503615149987,604.9179175342108,43.06044172793225,0.5616282902671146,0.16266509486576397,1.0,0.0,0.0,-0.6703776280028385
28,366.82907657661525,605.0265232790313,42.51385950439865,1.610486606141574,0.1745,0.0,0.0,0.0,-1.1669363501075078
29,371.0788704589061,605.1488506828612,42.48201814141832,0.8360614704563744,0.0,0.25,0.0,0.0,-0.8033676400344312
30,375.3246571523859,605.1620917762639,42.4337157281774,-0.5712396024032284,-0.08725,0.5,0.0,0.0,-0.14065681234386315
31,379.5592908857408,605.1292530705648,42.258958938920365,-0.08553451157920794,0.08725,0.75,0.0,0.0,-0.36943456933550656
32,383.7857060210636,605.0999763752005,42.26934376753639,-0.4999993957067202,0.0,0.75,0.0,0.0,-0.17338773339345226
33,388.00288484294805,605.0728509811571,42.07423267015265,-0.042508485162274956,0.08725,0.5,0.0,0.0,-0.389788264484991
34,392.18355976222756,605.1227456552707,41.53926571543763,1.0404019674349514,0.1745,0.25,0.0,0.0,-0.9109064318840046
35,396.33468502011067,605.1932252287004,41.483239442224566,0.36918950115941074,0.0,0.0,0.0,0.0,-0.5881818329185089
36,400.4752455836809,605.2413898192157,41.32797182917934,0.5941023091465193,0.08725,0.5,0.0,0.0,-0.6977685445987283
37,404.60766649935414,605.2717153499597,41.32044648428651,0.012408305732321878,0.0,0.5,0.0,0.0,-0.41636610518747064
38,408.730162274656,605.2873156464025,41.12946902175083,0.299597623124598,0.08725,0.25,0.0,0.0,-0.5561106996415492
39,412.8426770353306,605.2910502458616,41.12082619174173,-0.22490563394291324,0.0,0.5,0.0,0.0,-0.3011012822980485
40,416.94613697087715,605.28487631527,40.94837251918945,0.10142702211096538,0.08725,0.5,0.0,0.0,-0.46007969758481093
41,421.03052967427027,605.3072159330237,40.739481548672714,0.34536533296324623,0.08725,0.0,0.0,0.0,-0.5801569989342658
42,425.0995401405988,605.35125713801,40.640727777897965,0.5354587667642468,0.08725,1.0,0.0,0.0,-0.6741925865697977
43,429.1608185741453,605.3755637629765,40.584840893032556,-0.049326267434941284,0.0,0.0,0.0,0.0,-0.3864647306154004
44,433.1957051235745,605.4179147988457,40.11289009555102,0.896346984818578,0.1745,0.5,0.0,0.0,-0.8576952431795669
45,437.2007752382946,605.5094615085612,39.98851219885119,0.9345872094919181,0.08725,0.5,0.0,0.0,-0.8783181341317028
46,441.1785082263659,605.63759432994,39.566147562575104,1.6280692180832586,0.1745,0.25,0.0,0.0,-1.233614496172132
47,445.1376757596082,605.7589974951038,39.61720310227085,0.7999940851912634,0.0,1.0,0.0,0.0,-0.8150625304115523
48,449.0795565478145,605.8735577073054,39.22041266185505,1.491210158839654,0.1745,0.5,0.0,0.0,-1.171447655176402
49,453.004179680357,605.98236449571,39.27204998899602,0.6849256092525271,0.0,1.0,0.0,0.0,-0.7602922797975278
