t,x,y,vx,vy,theta,thr,wind_vx,wind_vy,r
0,50.08802202068382,998.0776670221162,47.607518165335556,1.2664269763810878,-0.002149225972936361,0.5,0.0,0.0,-1.2003843833541743
1,54.84814053341607,998.1398891736635,47.594852089309434,-0.021983945434558505,-0.060315892639603026,0.7777777777777778,0.0,0.0,-0.6593919191397088
2,59.60433951693946,998.0779293131632,47.52912758115839,-1.2172132645713725,-0.07970478152849192,0.2222222222222222,0.0,0.0,-0.15661005059473293
3,64.35383850091544,997.9664572624071,47.4608520983612,-1.0122277505513742,0.017239662915952525,0.5555555555555556,0.0,0.0,-0.24223855816342876
4,69.09771470274875,997.8396316894582,47.41667193830488,-1.5242837084263687,-0.04092700375071414,0.1111111111111111,0.0,0.0,-0.02603772636999166
5,73.8413155339935,997.6564619359315,47.45534468659009,-2.1391113621081477,-0.06031589263960303,0.8888888888888888,0.0,0.0,-0.23218461957294725
6,78.57536316568215,997.4967644556247,47.22560794718287,-1.05483824402842,0.07540632958261918,1.0,0.0,0.0,-0.22208190511777928
7,83.29631128996708,997.3329792580525,47.193354538515756,-2.2208657074129414,-0.0990936704173808,0.5555555555555556,0.0,0.0,-0.2717567745608146
8,87.99970864027587,997.1647697700905,46.87459246766009,-1.1433240518281047,0.07540632958261918,0.1111111111111111,0.0,0.0,-0.18099359951052557
9,92.68397439063382,997.0583814477525,46.81072253949888,-0.9844423949334901,0.017239662915952518,0.5555555555555556,0.0,0.0,-0.2482095848485869
10,97.35130662254284,996.9975659144634,46.53592209868142,-0.23186827084895578,0.07540632958261918,0.0,0.0,0.0,-0.569166511415526
11,102.00396006543565,996.9281160986349,46.51714675917495,-1.1571280457222919,-0.06031589263960303,0.4444444444444444,0.0,0.0,-0.17147133203282885
12,106.65591953050908,996.7663430195213,46.52204254229381,-2.078333536549657,-0.07970478152849192,0.6666666666666666,0.0,0.0,-0.22401900052197443
13,111.3095477592234,996.5125512490139,46.550522031992685,-2.99750187359838,-0.0990936704173808,0.8888888888888888,0.0,0.0,-0.6172684403503935
14,115.96374911932507,996.2101688787789,46.533505170040556,-3.0501455311014283,-0.04092700375071414,0.3333333333333333,0.0,0.0,-0.6403668274470338
15,120.59864692127354,995.9770016142625,46.16445086892887,-1.6131997592267795,0.09479521847150807,0.7777777777777778,0.0,0.0,-0.029954307808849612
