t,x,y,vx,vy,theta
0,253.88590689981743,2561.884345889338,47.403549860839334,1.2269076801259864,0.021449172713452563
1,258.6102831639111,2561.891719430533,47.08397542103457,-1.0794368562232086,-0.15305082728654743
2,263.3050889985314,2561.6847654751923,46.81214127137189,-3.059642250595069,-0.1745
3,267.9778471841277,2561.303387499927,46.643022440553715,-4.567917254713866,-0.1745
4,272.6371758086725,2560.7889953575177,46.543550050342475,-5.7199255934681235,-0.1745
5,277.2889805449773,2560.172982944085,46.49254467575339,-6.600322675183262,-0.1745
6,281.9374042089535,2559.4793250610473,46.47592860377187,-7.2728349855756464,-0.1745
7,286.58540436917224,2558.7263780209737,46.48407460060214,-7.78610581589533,-0.1745
8,291.23512060440635,2557.9281987379413,46.51025010407977,-8.177479844748387,-0.1745
9,295.88811622311493,2557.0955413244938,46.5496622700921,-8.475668424205455,-0.1745
10,300.54554184912246,2556.236621405684,46.59885025005831,-8.702729951985987,-0.1745
11,305.208248691933,2555.357705700959,46.65528660615307,-8.875584142523191,-0.1745
12,309.8768684754547,2554.4635672675295,46.717109064280564,-9.00718452606245,-0.1745
13,314.5518707246092,2553.557836561385,46.78293591880929,-9.107429596824998,-0.1745
14,319.23360434786093,2552.6432715656315,46.85173654622467,-9.183870318250412,-0.1745
15,323.9223281295264,2551.72196514644,46.922739087084885,-9.242258065578236,-0.1745
16,328.6182332703558,2550.79550386047,46.995363729502685,-9.286967653821787,-0.1745
17,333.3214601547038,2549.865089331841,47.06917395745723,-9.321322918759774,-0.1745
18,338.0321108830201,2548.931630855834,47.143840608868466,-9.347846601377338,-0.1745
19,342.75025867305675,2547.995815942076,47.21911519186414,-9.368451673778262,-0.1745
20,347.4759549310101,2547.0581639818647,47.29480996720337,-9.384587530454793,-0.1745
21,352.2092345803754,2546.119067030333,47.370783020101534,-9.397351500174477,-0.1745
22,356.950120083249,2545.178820766257,47.44692703736987,-9.407573781347999,-0.1745
23,361.6986244776856,2544.237647974461,47.523160851362626,-9.415882054571949,-0.1745
24,366.4547536731812,2543.295716342612,47.599423058548744,-9.422750582408119,-0.1745
25,371.21850818603474,2542.3531519392022,47.675667198522504,-9.428537485790038,-0.1745
26,375.989884451429,2541.41004941389,47.751858109362864,-9.433513020454125,-0.1745
27,380.7688758154579,2540.466479712365,47.82796917121472,-9.43788101004758,-0.1745
28,385.55547328508214,2539.5224959078264,47.903980221270665,-9.441795080729104,-0.1745
29,390.34966609497644,2538.5781376062855,47.97987597661506,-9.445370950088263,-0.1745
30,395.1514421358762,2537.6334342726022,48.05564484138022,-9.448695723579002,-0.1745
31,399.96078827818377,2536.6884077402738,48.13127800477121,-9.451834922992838,-0.1745
32,404.7776906163841,2535.7430741042635,48.2067687592357,-9.454837797212853,-0.1745
33,409.6021346536074,2534.7974451477626,48.28211198522936,-9.457741332805806,-0.1745
34,414.43410544097003,2533.8515294170675,48.35730376202392,-9.460573281095161,-0.1745
35,419.2735876827636,2532.905333030929,48.43234107384729,-9.463354441672587,-0.1745
36,424.1205658158611,2531.9588602896415,48.5072215881019,-9.46610038407749,-0.1745
37,428.9750240696691,2531.012114133178,48.58194348805754,-9.468822745192812,-0.1745
38,433.8369465114068,2530.065096485598,48.65650534669666,-9.471530206404497,-0.1745
39,438.7063170803233,2529.1178085138185,48.73090603163375,-9.474229229185957,-0.1745
40,443.58311961357936,2528.170250821932,48.805144633487586,-9.476924608543555,-0.1745
41,448.46733786585105,2527.2224235970443,48.87922041194573,-9.479619889208074,-0.1745
42,453.3589555242068,2526.2743267186615,48.95313275516896,-9.482317678450137,-0.1745
43,458.2579562194277,2525.3259598406853,49.026881149248965,-9.485019881076111,-0.1745
44,463.16432353465206,2524.3773224528377,49.10046515523864,-9.48772787587332,-0.1745
45,468.07804101200816,2523.428413926643,49.17388439188333,-9.490442648025034,-0.1745
46,472.9990921577344,2522.47923354982,49.247138522642054,-9.49316488843171,-0.1745
47,477.9274604461633,2521.52978055199,49.32022724593508,-9.495895068171263,-0.1745
48,482.8631293228509,2520.580054123867,49.393150287816745,-9.498633494292655,-0.1745
49,487.8060822070653,2519.6300534315724,49.465907396470506,-9.501380351600908,-0.1745
50,492.7563024937924,2518.6797776272956,49.53849833807234,-9.50413573393462,-0.1745
51,497.7137735553801,2517.7292258572206,49.61092289368112,-9.506899667566064,-0.1745
52,502.67847874290914,2516.7783972674074,49.683180856899554,-9.509672128698645,-0.1745
53,507.65040138735975,2515.8272910081455,49.755272032112764,-9.512453056543684,-0.1745
54,512.6295248006234,2514.8759062371637,49.82719623315987,-9.515242363088083,-0.1745
55,517.6158322763979,2513.92424212199,49.89895328232993,-9.518039940386183,-0.1745
56,522.6093070909944,2512.9722978416708,49.9705430096007,-9.52084566600024,-0.1745
57,527.6099325040774,2512.0200725880177,50.04196525205922,-9.52365940705711,-0.1745
58,532.6176917593533,2511.0675655665013,50.1132198534583,-9.526481023271199,-0.1745
59,537.63256808522,2510.114775996878,50.18430666387474,-9.529310369195533,-0.1745
60,542.6545446953859,2509.1617031136234,50.255225539443614,-9.532147295896788,-0.1745
61,547.6836047894656,2508.2083461662187,50.32597634214929,-9.534991652200617,-0.1745
62,552.719731553556,2507.254704419328,50.396558939658966,-9.537843285616614,-0.1745
63,557.7629081607984,2506.300777152896,50.466973205187934,-9.540702043024545,-0.1745
64,562.8131177719272,2505.3465636621854,50.53721901738851,-9.543567771182765,-0.1745
65,567.8703435358094,2504.392063257771,50.60729626025674,-9.546440317104242,-0.1745
66,572.9345685899749,2503.437275265499,50.67720482305229,-9.549319528334085,-0.1745
67,578.0057760611389,2502.4821990264245,50.74694460022834,-9.552205253153797,-0.1745
68,583.0839490657188,2501.5268338967303,50.81651549136881,-9.555097340731066,-0.1745
69,588.1690707103438,2500.5711792476322,50.88591740113127,-9.557995641229075,-0.1745
70,593.2611240923601,2499.6152344652764,50.95515023919398,-9.560900005885758,-0.1745
71,598.36009230033,2498.6589989506288,51.02421392020615,-9.563810287070725,-0.1745
72,603.4659584145273,2497.702472119359,51.09310836374058,-9.566726338325639,-0.1745
73,608.5787055074268,2496.745653401723,51.161833494248185,-9.569648014392293,-0.1745
74,613.6983166441898,2495.7885422424415,51.23038924101389,-9.572575171231579,-0.1745
75,618.8247748831462,2494.8311381005783,51.298775538113695,-9.575507666035705,-0.1745
76,623.9580632762705,2493.873440449415,51.36699232437257,-9.578445357235402,-0.1745
77,629.0981648696553,2492.915448776328,51.43503954332306,-9.58138810450343,-0.1745
78,634.2450627039797,2491.957162582665,51.50291714316449,-9.584335768755327,-0.1745
79,639.3987398149741,2490.99858138362,51.57062507672261,-9.587288212148136,-0.1745
80,644.5591792338807,2490.0397047081087,51.63816330140967,-9.590245298077614,-0.1745
81,649.7263639879104,2489.080532098646,51.705531779184874,-9.593206891174333,-0.1745
82,654.9002771006955,2488.121063111222,51.77273047651509,-9.596172857298958,-0.1745
83,660.080901592738,2487.1612973151805,51.839759364335904,-9.599143063536907,-0.1745
84,665.2682204818555,2486.201234293094,51.90661841801289,-9.602117378192562,-0.1745
85,670.4622167836212,2485.240873640645,51.97330761730319,-9.605095670783143,-0.1745
86,675.6628735118022,2484.2802149665044,52.03982694631728,-9.60807781203234,-0.1745
87,680.8701736787922,2483.31925789221,52.106176393480965,-9.611063673863752,-0.1745
88,686.0841002960411,2482.358002052047,52.17235595149765,-9.614053129394204,-0.1745
89,691.3046363744816,2481.396447092931,52.23836561731076,-9.617046052926947,-0.1745
90,696.5317649249504,2480.434592674287,52.30420539206643,-9.620042319944803,-0.1745
91,701.7654689586075,2479.472438467935,52.36987528107633,-9.623041807103245,-0.1745
92,707.0057314873503,2478.5099841579686,52.43537529378081,-9.626044392223438,-0.1745
93,712.252535524225,2477.547229440643,52.500705443712114,-9.629049954285263,-0.1745
94,717.5058640838334,2476.5841740242577,52.56586574845794,-9.632058373420305,-0.1745
95,722.7657001827376,2475.6208176290415,52.630856229625074,-9.635069530904849,-0.1745
96,728.0320268398591,2474.6571599870385,52.69567691280331,-9.63808330915285,-0.1745
97,733.3048270768758,2473.6932008419953,52.76032782752954,-9.641099591708914,-0.1745
98,738.5840839186149,2472.728939949248,52.82480900725204,-9.644118263241262,-0.1745
99,743.8697803934422,2471.764377075609,52.889120489294974,-9.64713920953472,-0.1745
100,749.1618995336481,2470.799511999258,52.95326231482307,-9.650162317483684,-0.1745
101,754.4604243758296,2469.8343445096293,53.01723452880651,-9.653187475085113,-0.1745
102,759.7653379612692,2468.8688744073033,53.08103717998602,-9.656214571431526,-0.1745
103,765.0766233363104,2467.903101503897,53.144670320838145,-9.659243496703994,-0.1745
104,770.3942635527293,2466.937025621953,53.20813400754073,-9.662274142165153,-0.1745
105,775.7182416681032,2465.970646594837,53.271428299938584,-9.66530640015223,-0.1745
106,781.0485407461756,2465.003964266626,53.33455326150934,-9.668340164070075,-0.1745
107,786.3851438572176,2464.0369784920035,53.39750895932954,-9.6713753283842,-0.1745
108,791.7280340783861,2463.0696891361536,53.46029546404085,-9.674411788613838,-0.1745
109,797.077194494079,2462.1020960746564,53.52291284981652,-9.677449441325026,-0.1745
110,802.4326081962862,2461.134199193384,53.58536119432804,-9.680488184123677,-0.1745
111,807.7942582849382,2460.1659983883956,53.64764057871193,-9.68352791564869,-0.1745
112,813.1621278682506,2459.197493565835,53.70975108753678,-9.686568535565069,-0.1745
113,818.536200063066,2458.2286846418287,53.77169280877047,-9.689609944557048,-0.1745
114,823.9164579951919,2457.259571542385,53.83346583374753,-9.692652044321255,-0.1745
115,829.3028847997361,2456.290154203291,53.89507025713677,-9.695694737559869,-0.1745
116,834.6954636214384,2455.3204325700144,53.95650617690902,-9.698737927973815,-0.1745
117,840.0941776149991,2454.350406597603,54.01777369430511,-9.701781520255963,-0.1745
118,845.4990099454046,2453.380076250586,54.07887291380401,-9.704825420084363,-0.1745
119,850.9099437882494,2452.4094415028762,54.13980394309118,-9.70786953411548,-0.1745
120,856.3269623300553,2451.4385023376717,54.20056689302707,-9.71091376997746,-0.1745
121,861.7500487685874,2450.4672587473597,54.26116187761585,-9.713958036263422,-0.1745
122,867.1791863131668,2449.4957107334203,54.321589013974275,-9.717002242524762,-0.1745
123,872.6143581849806,2448.523858306331,54.38184842230079,-9.720046299264476,-0.1745
124,878.0555476173879,2447.5517014854713,54.44194022584477,-9.723090117930516,-0.1745
125,883.5027378562239,2446.579240299029,54.50186455087596,-9.72613361090916,-0.1745
126,888.9559121601004,2445.6064747839077,54.5616215266541,-9.72917669151841,-0.1745
127,894.415053800703,2444.633404985632,54.62121128539874,-9.732219274001405,-0.1745
128,899.8801460630859,2443.660030958256,54.680633962259215,-9.735261273519873,-0.1745
129,905.3511722459631,2442.6863527642727,54.73988969528481,-9.738302606147581,-0.1745
130,910.8281156619971,2441.7123704745222,54.79897862539511,-9.741343188863839,-0.1745
131,916.3109596380843,2440.7380841681015,54.857900896350515,-9.744382939547007,-0.1745
132,921.799687515638,2439.7634939322757,54.91665665472296,-9.74742177696804,-0.1745
133,927.2942826508674,2438.788599862388,54.97524604986678,-9.750459620784044,-0.1745
134,932.7947284150553,2437.813402061772,55.033669233889775,-9.75349639153187,-0.1745
135,938.301008194831,2436.8379006416644,55.09192636162443,-9.756532010621731,-0.1745
136,943.8131053924421,2435.862095721117,55.15001759059934,-9.759566400330838,-0.1745
137,949.3310034260227,2434.8859874269106,55.20794308101078,-9.762599483797075,-0.1745
138,954.8546857298579,2433.90957589347,55.26570299569449,-9.765631185012682,-0.1745
139,960.3841357546476,2432.9328612627783,55.32329750009757,-9.768661428817984,-0.1745
140,965.9193369677649,2431.9558436842926,55.3807267622506,-9.771690140895133,-0.1745
141,971.4602728535144,2430.9785233148596,55.43799095273995,-9.774717247761886,-0.1745
142,977.0069269133854,2430.0009003186333,55.49509024468018,-9.777742676765405,-0.1745
143,982.5592826663037,2429.0229748669913,55.552024813686685,-9.78076635607608,-0.1745
144,988.1173236488805,2428.044747138453,55.6087948378485,-9.783788214681396,-0.1745
145,993.681033415658,2427.0662173186,55.665400497701235,-9.78680818237981,-0.1745
146,999.2503955393531,2426.0873855999926,55.72184197620023,-9.789826189774663,-0.1745
147,1004.8253936110979,2425.1082521820904,55.77811945869384,-9.792842168268127,-0.1745
148,1010.4060112406775,2424.1288172711743,55.834233132896905,-9.795856050055164,-0.1745
149,1015.9922320567655,2423.1490810802657,55.89018318886441,-9.798867768117534,-0.1745
150,1021.584039707157,2422.169043829049,55.94596981896525,-9.801877256217807,-0.1745
151,1027.181417858998,2421.1887057437934,56.001593217856225,-9.804884448893432,-0.1745
152,1032.7843501990135,2420.2080670572764,56.057053582456156,-9.807889281450809,-0.1745
153,1038.3928204337324,2419.2271280087057,56.112351111920205,-9.810891689959409,-0.1745
154,1044.0068122897092,2418.2458888436454,56.16748600761433,-9.813891611245909,-0.1745
155,1049.6263095137444,2417.2643498139387,56.22245847308991,-9.816888982888365,-0.1745
156,1055.2512958731018,2416.2825111776338,56.277268714058536,-9.819883743210413,-0.1745
157,1060.881755155723,2415.3003731989093,56.331916938366966,-9.822875831275493,-0.1745
158,1066.51767117044,2414.3179361480015,56.38640335597224,-9.82586518688111,-0.1745
159,1072.1590277471846,2413.33520030113,56.440728178916956,-9.828851750553124,-0.1745
160,1077.8058087371958,2412.3521659404255,56.4948916213047,-9.831835463540065,-0.1745
161,1083.4579980132248,2411.368833353858,56.548893899275654,-9.834816267807476,-0.1745
162,1089.1155794697377,2410.385202835166,56.60273523098233,-9.837794106032295,-0.1745
163,1094.778537023115,2409.401274683785,56.65641583656553,-9.840768921597258,-0.1745
164,1100.4468546118496,2408.4170492047756,56.70993593813035,-9.843740658585334,-0.1745
