iteration,simulation_duration,total_reward
10000,77.20000000000056,8562.511205098608
20000,45.0000000000001,-10999.59067994136
30000,61.00000000000033,-10770.345455643013
40000,56.600000000000264,-11762.698018328028
50000,73.2000000000005,-10943.943290862506
60000,38.400000000000006,-11527.301133347939
70000,41.40000000000005,8576.382491962653
80000,58.20000000000029,-10522.49539654546
90000,67.60000000000042,8989.38564944531
100000,62.60000000000035,-11792.650742882328
110000,30.399999999999924,-10623.981539687702
120000,41.60000000000005,8846.68384577342
130000,55.60000000000025,-10794.046161324652
140000,50.60000000000018,-10413.338085434114
150000,45.2000000000001,-10686.412714590495
160000,28.39999999999993,-10783.93207932127
170000,28.39999999999993,-11064.912856078916
180000,73.4000000000005,-10838.082881601209
190000,64.40000000000038,-11078.670378186838
200000,91.80000000000076,-10950.263964051846
210000,39.800000000000026,-11805.59922831371
220000,38.0,-11397.889913772056
230000,53.200000000000216,-11078.875260324132
240000,76.20000000000054,-2302.5814772400668
250000,34.99999999999996,-11412.460592319334
260000,86.8000000000007,-3297.743374456026
270000,46.40000000000012,-10686.245116585196
280000,86.00000000000068,-1626.584894841955
290000,40.80000000000004,-10464.027253340037
300000,34.199999999999946,-11823.044385552954
310000,48.60000000000015,-11982.549727348724
320000,50.400000000000176,-10826.267362243421
330000,29.19999999999993,-11077.417805566114
340000,53.800000000000225,-11510.171761857944
350000,75.00000000000053,8585.855667508167
360000,28.59999999999993,-10731.45288743762
370000,45.2000000000001,-11013.474914089198
380000,48.200000000000145,-10574.370033580291
390000,56.40000000000026,8852.106525021041
400000,78.40000000000057,-1306.3182909637012
410000,79.20000000000059,-1435.6707061598374
420000,91.80000000000076,-1900.1735291686362
430000,33.399999999999935,-10497.899880699411
440000,68.00000000000043,-11010.818500587924
450000,27.399999999999935,-11329.751886723254
460000,70.80000000000047,-10410.97230465545
470000,60.00000000000031,-11832.275847989888
480000,61.600000000000335,8884.513807498271
490000,48.200000000000145,-10926.553214192869
500000,33.19999999999993,-10986.399298388089
510000,54.600000000000236,-10554.102616972352
520000,38.80000000000001,-11003.84438766895
530000,97.60000000000085,-2081.387094732726
540000,74.80000000000052,-1979.4213279329056
550000,81.20000000000061,-1361.6880119020523
560000,79.40000000000059,-1384.1843957040887
570000,36.39999999999998,-11562.888251036016
580000,24.399999999999945,-10680.68710939854
590000,36.79999999999998,-10782.836564199653
600000,48.00000000000014,-11885.501824914347
610000,28.99999999999993,-10809.633131281613
620000,85.00000000000067,-1835.8527225679754
630000,34.39999999999995,-12101.772200828906
640000,72.60000000000049,-1389.2132287815975
650000,63.80000000000037,-10474.646721460509
660000,111.00000000000104,-1863.3570199276774
670000,39.60000000000002,-11686.313340928908
680000,75.40000000000053,-1723.774300139482
690000,92.80000000000078,-1946.764140712935
700000,109.80000000000102,-14065.409420291866
710000,35.39999999999996,-10804.124170666455
720000,40.80000000000004,8548.491223559144
730000,89.00000000000072,-1922.3540712665522
740000,72.60000000000049,9004.895366516863
750000,90.20000000000074,-1730.6087780997693
760000,41.60000000000005,8489.808970584603
770000,48.80000000000015,8732.6973736923
780000,22.199999999999953,-10816.519661043936
790000,50.20000000000017,8737.168827611617
800000,35.79999999999997,-10785.720777839719
810000,37.8,-10611.337528203938
820000,32.59999999999992,-10606.406507395623
830000,79.8000000000006,-1847.1084281286767
840000,33.399999999999935,-10567.042605303472
850000,63.20000000000036,-10529.449925786572
860000,33.79999999999994,-11286.08370190638
870000,69.80000000000045,8560.781595710592
880000,92.00000000000077,-1612.4654118001558
890000,48.60000000000015,-11155.74391264304
900000,78.60000000000058,-2294.5982535839776
910000,74.00000000000051,-2078.735756929981
920000,67.80000000000042,-10777.240489856162
930000,77.80000000000057,-11532.865218629559
940000,24.199999999999946,-10816.692324171632
950000,96.80000000000084,-2447.0319678058186
960000,55.60000000000025,-11559.787474180164
970000,70.40000000000046,8751.770520471147
980000,61.80000000000034,8668.313005141983
990000,37.39999999999999,-10484.8271487573
