state,action,value
1,1,0.0
1,2,0.0
1,3,0.0
1,4,0.0
1,5,0.0
1,6,0.0
1,7,0.0
1,8,0.0
1,9,0.0
1,10,0.0
1,11,0.0
1,12,0.0
2,1,0.0
2,2,0.0
2,3,0.0
2,4,0.0
2,5,0.0
2,6,0.0
2,7,0.0
2,8,0.0
2,9,0.0
2,10,0.0
2,11,0.0
2,12,0.0
3,1,30101.677659465044
3,2,0.0
3,3,17549.040067472255
3,4,0.0
3,5,0.0
3,6,0.0
3,7,0.0
3,8,0.0
3,9,0.0
3,10,21673.958696027763
3,11,17549.054009740146
3,12,0.0
4,1,29889.207617899003
4,2,0.0
4,3,0.0
4,4,0.0
4,5,0.0
4,6,0.0
4,7,0.0
4,8,-4.414698890618509
4,9,17727.51355994532
4,10,0.0
4,11,0.0
4,12,0.0
5,1,17727.570471370487
5,2,0.0
5,3,0.0
5,4,0.0
5,5,0.0
5,6,0.0
5,7,0.0
5,8,0.0
5,9,0.0
5,10,0.0
5,11,0.0
5,12,0.0
6,1,0.0
6,2,0.0
6,3,0.0
6,4,0.0
6,5,0.0
6,6,0.0
6,7,0.0
6,8,0.0
6,9,0.0
6,10,0.0
6,11,0.0
6,12,0.0
7,1,19317.069185619257
7,2,10463.80341017471
7,3,19353.85576468636
7,4,21474.756094050244
7,5,20760.300938401095
7,6,20865.449578482156
7,7,19327.253561806585
7,8,21468.312199768123
7,9,20095.608138661693
7,10,19332.859361906296
7,11,19488.752880127115
7,12,21468.14583603684
8,1,19315.95034274489
8,2,10382.878972240753
8,3,18423.585121900433
8,4,21465.847714151434
8,5,19329.35697146508
8,6,19392.537798718182
8,7,19372.366816768907
8,8,21466.227454812393
8,9,19322.814278085236
8,10,19325.63642471377
8,11,19316.73808624106
8,12,21466.28945918548
9,1,19316.95297186567
9,2,21776.184212783322
9,3,23811.76917522095
9,4,23759.398453443104
9,5,23854.216835494808
9,6,21767.036366901015
9,7,23773.08353475524
9,8,23773.155948322565
9,9,23613.84046454691
9,10,22174.208180755006
9,11,23038.60240293518
9,12,23773.41009518768
10,1,21463.337170475395
10,2,23856.716609353698
10,3,21985.136931924957
10,4,26415.124104915158
10,5,23696.42095116387
10,6,25669.544055225568
10,7,26326.410121745343
10,8,23774.536046544006
10,9,23991.803686460655
10,10,24017.71876208029
10,11,24060.85638579298
10,12,25591.718671837047
11,1,0.0
11,2,0.0
11,3,0.0
11,4,0.0
11,5,0.0
11,6,0.0
11,7,0.0
11,8,0.0
11,9,0.0
11,10,0.0
11,11,0.0
11,12,0.0
12,1,0.0
12,2,0.0
12,3,0.0
12,4,0.0
12,5,0.0
12,6,0.0
12,7,0.0
12,8,0.0
12,9,0.0
12,10,0.0
12,11,0.0
12,12,0.0
13,1,30039.54455385459
13,2,22783.64008120671
13,3,22490.701825227472
13,4,22488.570991068907
13,5,20717.8864020678
13,6,22950.304115772364
13,7,22591.489478979336
13,8,22737.995877339614
13,9,22886.857460055347
13,10,23351.626578509356
13,11,25328.56163324222
13,12,22685.86578455555
14,1,22896.761011241382
14,2,25012.202488050527
14,3,22263.317906265707
14,4,0.0
14,5,20253.369077792006
14,6,0.0
14,7,20225.545436995966
14,8,21972.86130457727
14,9,23761.688179452838
14,10,21253.12843826825
14,11,21210.653194594273
14,12,20255.244124389963
15,1,23807.484859563665
15,2,0.0
15,3,0.0
15,4,0.0
15,5,0.0
15,6,0.0
15,7,0.0
15,8,0.0
15,9,0.0
15,10,0.0
15,11,0.0
15,12,0.0
16,1,0.0
16,2,0.0
16,3,0.0
16,4,0.0
16,5,0.0
16,6,0.0
16,7,0.0
16,8,0.0
16,9,0.0
16,10,0.0
16,11,0.0
16,12,0.0
17,1,21409.52990820526
17,2,19827.74199866419
17,3,21584.31599811261
17,4,21853.679841441663
17,5,19874.13608076549
17,6,19842.774928146853
17,7,21424.054907354835
17,8,21825.360571663245
17,9,21407.377463911056
17,10,21600.327137217675
17,11,19684.701323882855
17,12,21824.78852743184
18,1,19544.772268508972
18,2,21445.622635715736
18,3,21601.269642062885
18,4,24004.730568600353
18,5,21600.15185603279
18,6,21601.646152541347
18,7,21584.174079232438
18,8,21822.540435589402
18,9,21600.93282368496
18,10,21600.863637191997
18,11,21803.1938342849
18,12,21791.855665017476
19,1,21605.757008934692
19,2,20219.048770214
19,3,24250.477372226313
19,4,24245.22046755892
19,5,20285.533941938913
19,6,23400.084574430268
19,7,24246.844516750916
19,8,24027.600700073006
19,9,19890.395542968366
19,10,21827.71849410212
19,11,22322.127725847906
19,12,24035.408116509676
20,1,21826.808599409513
20,2,21377.269233422077
20,3,24778.96798583022
20,4,25173.493122531352
20,5,22833.355302583812
20,6,24012.13612817962
20,7,26941.615951693573
20,8,24571.975399889638
20,9,22125.19191888102
20,10,21316.980743490163
20,11,25253.05704526556
20,12,24608.44033817566
21,1,0.0
21,2,0.0
21,3,0.0
21,4,0.0
21,5,0.0
21,6,0.0
21,7,0.0
21,8,0.0
21,9,0.0
21,10,0.0
21,11,0.0
21,12,0.0
22,1,19643.375719260912
22,2,0.0
22,3,0.0
22,4,0.0
22,5,0.0
22,6,0.0
22,7,0.0
22,8,18528.485160244527
22,9,0.0
22,10,0.0
22,11,0.0
22,12,0.0
23,1,20851.82767139613
23,2,24329.43268326327
23,3,22238.81208581741
23,4,19755.003739521704
23,5,20043.258382407606
23,6,19893.83385545846
23,7,19840.2903754539
23,8,19817.686436484833
23,9,21875.337169087466
23,10,20144.034583005552
23,11,21686.073978770768
23,12,19817.351839042945
24,1,21704.735035435424
24,2,19790.564214644714
24,3,19817.48737228502
24,4,20342.77324936947
24,5,20155.49748783771
24,6,21192.96029864128
24,7,20334.3077630111
24,8,19098.174984397163
24,9,22025.234923407905
24,10,19062.38754939642
24,11,19500.57290746053
24,12,19724.512240641405
25,1,19722.176748007212
25,2,19440.75167904858
25,3,16696.55300820121
25,4,16051.317360028557
25,5,20928.737648972416
25,6,17917.482966990814
25,7,17811.29292821119
25,8,16287.904286110728
25,9,0.0
25,10,19507.54558201128
25,11,18819.426888104517
25,12,18556.63180096267
26,1,0.0
26,2,0.0
26,3,0.0
26,4,0.0
26,5,0.0
26,6,0.0
26,7,0.0
26,8,0.0
26,9,0.0
26,10,0.0
26,11,0.0
26,12,0.0
27,1,17258.057762674423
27,2,17339.385146340217
27,3,17146.6490462477
27,4,18001.84862551783
27,5,17172.730266542687
27,6,17150.9858411332
27,7,18122.06987130984
27,8,21439.176666303178
27,9,17962.606565951624
27,10,19765.886332903574
27,11,18113.374466232017
27,12,17988.71597967593
28,1,21165.716005347032
28,2,17182.945322004398
28,3,17247.528114384382
28,4,17987.58674301047
28,5,17155.34859131404
28,6,16187.056675853823
28,7,16188.342563407965
28,8,17987.524247509784
28,9,17243.97824390253
28,10,17767.064179423232
28,11,19166.577566609663
28,12,19026.65671937158
29,1,17645.453833212734
29,2,18815.595018018506
29,3,18395.056678698485
29,4,19987.63477984072
29,5,18487.74780011677
29,6,17956.891142154953
29,7,18492.52402506609
29,8,18028.312613370916
29,9,19340.519059113736
29,10,17864.422043963223
29,11,18402.4775739538
29,12,17991.7931007195
30,1,17987.313785958107
30,2,19915.1729798255
30,3,18914.98505230308
30,4,18451.115269159964
30,5,18340.928464623757
30,6,18781.694062269657
30,7,18493.13967863186
30,8,18798.871962918798
30,9,17300.813958733568
30,10,18396.41237557835
30,11,18928.422768418506
30,12,20438.80532811575
31,1,0.0
31,2,0.0
31,3,0.0
31,4,0.0
31,5,0.0
31,6,0.0
31,7,0.0
31,8,0.0
31,9,0.0
31,10,0.0
31,11,0.0
31,12,0.0
32,1,21426.1525411806
32,2,17706.46299815499
32,3,0.0
32,4,18796.926397127147
32,5,0.0
32,6,18254.486955045515
32,7,17234.35904135365
32,8,0.0
32,9,17742.95909741957
32,10,20165.89264716371
32,11,17718.357782479812
32,12,22105.989139747755
33,1,17054.053197268313
33,2,17228.340815632266
33,3,17238.140081252914
33,4,17078.437666200505
33,5,17228.58978148004
33,6,17385.700364850858
33,7,19147.67813066215
33,8,17093.932000605033
33,9,17228.398952763735
33,10,18882.626594419315
33,11,17080.84520790436
33,12,17047.46920509207
34,1,17228.037495502114
34,2,18957.147024594287
34,3,17152.595942778637
34,4,17150.243584353164
34,5,17341.64575324093
34,6,16896.40925876552
34,7,16916.28328399986
34,8,17080.416864626066
34,9,17145.3559295029
34,10,17163.098456587424
34,11,17195.48356682867
34,12,17130.42341403382
35,1,17111.155877627236
35,2,16911.181661109727
35,3,17086.7675237529
35,4,16910.247584749824
35,5,18706.84066194785
35,6,17571.692297334976
35,7,17052.994399169187
35,8,16903.451639345825
35,9,18782.278527935712
35,10,18119.927204988024
35,11,16934.289575120012
35,12,16872.079812253414
36,1,0.0
36,2,0.0
36,3,0.0
36,4,0.0
36,5,0.0
36,6,0.0
36,7,0.0
36,8,0.0
36,9,0.0
36,10,0.0
36,11,0.0
36,12,0.0
37,1,14875.614468261243
37,2,16662.258104872624
37,3,14747.548967944447
37,4,14784.359665990112
37,5,15951.026807369972
37,6,15124.124918013167
37,7,15599.012883221863
37,8,14783.79900043589
37,9,17722.216468855844
37,10,18769.972942330656
37,11,14546.94689960916
37,12,15572.675601132532
38,1,18463.82576611495
38,2,13421.530567202204
38,3,13241.161089672127
38,4,14693.820849830108
38,5,13727.178899329276
38,6,13656.514636766871
38,7,13232.754252660427
38,8,14694.671465270412
38,9,13224.649729305496
38,10,13249.176747342162
38,11,13396.230501657245
38,12,14693.919031559863
39,1,13355.284149057288
39,2,15675.798693319914
39,3,15514.098711142347
39,4,14916.044333612092
39,5,14650.843279683028
39,6,15744.467347003423
39,7,15560.763954200072
39,8,14953.980554931975
39,9,14080.753382344674
39,10,15006.007396955274
39,11,16327.627198390022
39,12,14861.705505137616
40,1,14802.179730222084
40,2,16286.103974159902
40,3,16079.671040309267
40,4,14882.319233600656
40,5,16501.51537125242
40,6,16152.25843465079
40,7,15824.56713651801
40,8,16204.713401058578
40,9,16459.944687056424
40,10,15276.633370168076
40,11,15627.72455571494
40,12,15005.569140809368
41,1,0.0
41,2,0.0
41,3,0.0
41,4,0.0
41,5,0.0
41,6,0.0
41,7,0.0
41,8,0.0
41,9,0.0
41,10,0.0
41,11,0.0
41,12,0.0
42,1,13723.44518629948
42,2,15729.163409938305
42,3,12808.484237207038
42,4,10459.235975628164
42,5,12758.323964250314
42,6,14050.43954666671
42,7,13708.00700808703
42,8,12231.420537210472
42,9,15501.376643745234
42,10,13514.070859485428
42,11,14708.58841444527
42,12,13312.280599737682
43,1,11765.22544510558
43,2,13103.650641245014
43,3,11802.412257758062
43,4,10677.778941478618
43,5,11785.73191308018
43,6,11335.16332458466
43,7,11671.558677290937
43,8,10944.735934980828
43,9,11744.85706347482
43,10,11789.01314849168
43,11,14160.807474977144
43,12,10664.086503704284
44,1,11672.43930101865
44,2,11661.773707503422
44,3,11070.857401103829
44,4,11523.592533820041
44,5,11288.233551160221
44,6,11218.689121191717
44,7,10989.678483959206
44,8,10842.003148965885
44,9,10510.817204719335
44,10,10979.955032769756
44,11,10646.66876891573
44,12,11782.181022177567
45,1,10622.72255423646
45,2,10887.76718759428
45,3,11407.297924469534
45,4,10915.166120623662
45,5,12033.439789775823
45,6,10834.192777794222
45,7,10836.48144223469
45,8,11441.9419395794
45,9,11620.274108768012
45,10,10944.721848581494
45,11,10923.10970081302
45,12,10836.94950239862
46,1,0.0
46,2,0.0
46,3,0.0
46,4,0.0
46,5,0.0
46,6,0.0
46,7,0.0
46,8,0.0
46,9,0.0
46,10,0.0
46,11,0.0
46,12,0.0
47,1,11606.780502141019
47,2,12760.920698785896
47,3,12841.569706875816
47,4,14178.373611460931
47,5,14397.326780562038
47,6,13614.680281279841
47,7,12824.525152000926
47,8,12901.809171971507
47,9,13238.12138199349
47,10,12855.052832702477
47,11,12866.191025746346
47,12,13165.82132259902
48,1,15105.14750616595
48,2,11604.351625199284
48,3,11616.512485305437
48,4,12895.481249540111
48,5,11604.308753109985
48,6,11605.978779248173
48,7,11604.615820424398
48,8,12896.38471543368
48,9,11603.841217899942
48,10,11876.01491925962
48,11,11605.308244914419
48,12,12896.295736369168
49,1,11606.167785172507
49,2,12788.396870975515
49,3,13026.118112351363
49,4,14323.534566437262
49,5,12755.428162114888
49,6,13882.538911869497
49,7,12908.216591218421
49,8,12906.725236523027
49,9,12858.056118793793
49,10,12775.111896749298
49,11,14329.703539521413
49,12,14202.497145028145
50,1,13004.841908421406
50,2,11677.646989992025
50,3,11869.646921036543
50,4,14327.542711285856
50,5,15924.580585149217
50,6,13390.499831923977
50,7,10743.904369925556
50,8,10825.57150527208
50,9,13166.73946447275
50,10,14317.758495559003
50,11,13195.255182087023
50,12,14148.706730005648
