state,action,value
1,1,-53303.118059731365
1,2,-54693.229114966736
1,3,-54609.96470256884
1,4,-50978.06050062003
1,5,-52904.70409881258
1,6,-50231.868327831886
1,7,-52953.94412651744
1,8,-48127.00872735
1,9,-53409.48486820189
1,10,-51699.93339401674
1,11,-53342.50616296699
1,12,-50245.84209056119
1,13,-54414.25076225664
1,14,-50611.00321171655
1,15,-39800.10614514649
1,16,-52793.749276210176
1,17,-54078.00592986314
1,18,-53855.00889963272
1,19,-52158.392914722084
1,20,-38053.304300007425
2,1,-4022.5011813919646
2,2,-9553.91316194597
2,3,-291.85814658257755
2,4,-10392.821547340733
2,5,-10614.747072100761
2,6,-9415.331637200527
2,7,-4967.924261006165
2,8,-10302.942100885066
2,9,-9651.332211255985
2,10,-15563.877836283067
2,11,-9954.719038047324
2,12,-9564.910991118413
2,13,-7720.952619867828
2,14,-1704.164968944166
2,15,-14817.08496292774
2,16,-2383.8159252932483
2,17,-13296.339453671839
2,18,-1742.1984456685545
2,19,-9718.364332763995
2,20,-10149.02510698706
3,1,-8791.930891999757
3,2,-6569.410113973178
3,3,276.8430754170907
3,4,555.5111066989048
3,5,411.9070955204925
3,6,486.24926379849217
3,7,-8473.373963806042
3,8,-8398.149592585087
3,9,-7154.60796789597
3,10,514.4112968974143
3,11,111.09249360747526
3,12,-8563.69702157392
3,13,1065.5498964029837
3,14,-7653.252325227637
3,15,-432.9003919230038
3,16,506.45861434030326
3,17,284.2653387400934
3,18,-6457.712609127788
3,19,-522.3588125085089
3,20,2101.810315694047
4,1,594.6427623782098
4,2,906.3635030847576
4,3,1081.0938465874597
4,4,851.7901043708214
4,5,1046.8889249889016
4,6,626.954063164131
4,7,1087.287675978148
4,8,-7238.681483130822
4,9,1147.3917471541652
4,10,1039.933803889402
4,11,769.9617891836235
4,12,850.9123979177898
4,13,816.1107237791231
4,14,577.8639035088869
4,15,1109.8195708417707
4,16,936.722318349955
4,17,543.8021156771019
4,18,501.45849602306953
4,19,970.879611076233
4,20,710.374172770337
5,1,-6821.809682056626
5,2,810.0825649936179
5,3,949.0620473049332
5,4,787.505977983981
5,5,911.8837894148502
5,6,978.8036140141347
5,7,691.6987965717541
5,8,993.4103966383091
5,9,848.9495814171075
5,10,985.6798465332938
5,11,874.8407471506825
5,12,842.9703881407436
5,13,-2775.920052107021
5,14,990.9441376906614
5,15,984.5131369710257
5,16,1166.0186192818046
5,17,670.0684410658924
5,18,654.5912788630212
5,19,1526.1961735512573
5,20,914.0706473427754
6,1,0.0
6,2,0.0
6,3,0.0
6,4,0.0
6,5,0.0
6,6,0.0
6,7,0.0
6,8,0.0
6,9,0.0
6,10,0.0
6,11,0.0
6,12,0.0
6,13,0.0
6,14,0.0
6,15,0.0
6,16,0.0
6,17,0.0
6,18,0.0
6,19,0.0
6,20,0.0
7,1,802.2894812530432
7,2,-6330.6206464399875
7,3,1644.5292230508135
7,4,576.2333343645569
7,5,1642.7046002998045
7,6,-7873.72000456169
7,7,761.8673622425282
7,8,685.9755526913555
7,9,868.8134839258471
7,10,755.0680773747339
7,11,867.6775798744778
7,12,1768.292679657825
7,13,731.2531130302287
7,14,-6343.796145440222
7,15,772.9598426481996
7,16,705.1171482521772
7,17,831.7769092670525
7,18,855.7044599974373
7,19,861.750036834261
7,20,656.8888642536215
8,1,679.1614780419244
8,2,1276.8378470851853
8,3,-3781.9507775163993
8,4,723.280907512212
8,5,718.4327804290842
8,6,-6722.721037834321
8,7,-7556.603322113938
8,8,-7717.335701966087
8,9,743.3235236794293
8,10,-7498.597581509249
8,11,1227.9556882157538
8,12,736.4670991789217
8,13,665.4316271073983
8,14,-6569.912932985797
8,15,720.4155311423522
8,16,734.2995573049477
8,17,664.7161106976155
8,18,1026.70694946238
8,19,714.9376552450451
8,20,737.3443427578803
9,1,1085.8711528152023
9,2,952.1599077199184
9,3,825.6748198249805
9,4,841.7301660451341
9,5,861.4069508628079
9,6,1059.9701869247358
9,7,2635.9217280969497
9,8,758.537784582106
9,9,-7397.9877958999805
9,10,1143.1209763975194
9,11,844.9584297195983
9,12,993.573830708324
9,13,-7391.042703788344
9,14,748.5679942960544
9,15,2069.979446103083
9,16,793.6458327373448
9,17,801.8277044901853
9,18,707.6298883747717
9,19,2047.7507978951817
9,20,1147.2008016731043
10,1,-4023.606766469732
10,2,1180.4311399376975
10,3,901.4127071571457
10,4,962.966454769672
10,5,850.2613205623768
10,6,1078.7587844005538
