state,action,value
1,1,-53303.118059731365
1,2,-54693.229114966736
1,3,-54609.96470256884
1,4,-50978.06050062003
1,5,-52904.70409881258
1,6,-54711.00017832701
1,7,-52953.94412651744
1,8,-54079.1595281179
1,9,-53409.48486820189
1,10,-51699.93339401674
1,11,-53342.50616296699
1,12,-50899.932275946936
1,13,-54414.25076225664
1,14,-50611.00321171655
1,15,-51577.30395623325
1,16,-52793.749276210176
1,17,-51229.02909636403
1,18,-53855.00889963272
1,19,-52158.392914722084
1,20,-35951.96124842765
2,1,-31582.554077100165
2,2,-10227.282121901013
2,3,-10514.451319656175
2,4,-10467.609525574677
2,5,186.7555207326398
2,6,-8851.533384184328
2,7,-10219.402625360042
2,8,-9432.954325322791
2,9,-10648.755367408547
2,10,-10382.752778928303
2,11,-10324.778485858147
2,12,-8787.889585578614
2,13,-35111.647297234886
2,14,-11123.825824095822
2,15,-8466.725773464306
2,16,-9403.410615245852
2,17,-9455.950359414997
2,18,-9491.76855090322
2,19,-8826.326433978986
2,20,-44963.658367781776
3,1,747.3133195272445
3,2,441.39546056365884
3,3,-296.9333782943213
3,4,277.3633115631078
3,5,-601.2034070268055
3,6,803.6524683360153
3,7,-3378.843111694189
3,8,-8128.3566552773445
3,9,500.6159960119371
3,10,514.6790253671221
3,11,490.7295382795603
3,12,801.0534064565906
3,13,-5140.4193932906455
3,14,-6909.154509587819
3,15,802.1418801686492
3,16,917.4073955974721
3,17,-6406.62921603351
3,18,747.445247791063
3,19,857.2350302516061
3,20,-3031.214540171457
4,1,1133.0193538277192
4,2,1051.2716227398519
4,3,-8219.65699797655
4,4,1114.0887213223452
4,5,1010.1250599245583
4,6,561.1210436641196
4,7,388.73294629332577
4,8,731.1002350133194
4,9,955.6623416937847
4,10,966.1661569364746
4,11,-7601.295839371813
4,12,-7596.399464419568
4,13,610.4849137718193
4,14,624.9947463621406
4,15,1009.195183116188
4,16,1105.6434329917513
4,17,961.2295793023118
4,18,945.0031558926894
4,19,472.70956069966337
4,20,1080.3661963611967
5,1,1005.5501014253714
5,2,667.438306125158
5,3,1002.1732918009864
5,4,979.1101677217921
5,5,877.3172828850277
5,6,889.384912460433
5,7,922.7300868644807
5,8,1002.751690106523
5,9,706.6031253384119
5,10,901.2181807513824
5,11,641.7046440118133
5,12,1608.00898809171
5,13,-6091.922645737062
5,14,-7292.302000864036
5,15,1098.2477636414155
5,16,1061.9212688110997
5,17,981.297094089299
5,18,1004.8303535607818
5,19,1494.3492432831872
5,20,1009.0297959393007
6,1,0.0
6,2,0.0
6,3,0.0
6,4,0.0
6,5,0.0
6,6,0.0
6,7,0.0
6,8,0.0
6,9,0.0
6,10,0.0
6,11,0.0
6,12,0.0
6,13,0.0
6,14,0.0
6,15,0.0
6,16,0.0
6,17,0.0
6,18,0.0
6,19,0.0
6,20,0.0
7,1,802.2894812530432
7,2,805.6169141854268
7,3,972.9456226553535
7,4,576.2333343645569
7,5,717.4015996999226
7,6,-7873.72000456169
7,7,925.0084061258003
7,8,685.9755526913555
7,9,859.1947167610726
7,10,755.0680773747339
7,11,867.6775798744778
7,12,-6612.740723873343
7,13,731.2531130302287
7,14,-6343.796145440222
7,15,772.9598426481996
7,16,705.1171482521772
7,17,1004.6665412781011
7,18,855.7044599974373
7,19,976.7202617465803
7,20,656.8888642536215
8,1,798.4491763275022
8,2,2716.9820948214337
8,3,806.2092785696303
8,4,3243.8999596466347
8,5,-7308.383662814631
8,6,-8011.743815938275
8,7,-7024.640132047437
8,8,594.2107904571812
8,9,775.6574296718645
8,10,-7275.159200838912
8,11,824.3827278848161
8,12,724.3052417269344
8,13,730.2836725493164
8,14,796.5381539371173
8,15,678.966607628117
8,16,-7412.657882273428
8,17,835.8657817223285
8,18,786.8941699162315
8,19,-7832.809061204136
8,20,783.972275756214
9,1,922.7739315692246
9,2,878.2212627114397
9,3,839.7463887056028
9,4,665.4539845161108
9,5,805.3861306329501
9,6,768.2450501076453
9,7,803.2673512770866
9,8,877.8778854736559
9,9,749.3712226757538
9,10,671.3189298257794
9,11,826.679772544322
9,12,3705.4432935389673
9,13,736.8818650044564
9,14,690.4739281351832
9,15,919.8490729378254
9,16,791.8271676000348
9,17,-3823.3442881671936
9,18,838.305333773153
9,19,879.4518631533591
9,20,764.2119315774037
10,1,-4023.606766469732
10,2,303.40666482659526
10,3,733.2210245843044
10,4,770.1065801173288
10,5,953.4018552250944
10,6,823.0349520424611
