iteration,simulation_duration,total_reward
10000,40.90000000000031,-10782.239019249855
20000,56.700000000000536,8249.032252124362
30000,27.600000000000122,-10949.1175098084
40000,36.60000000000025,-10870.564153513036
50000,45.10000000000037,-10910.668738679084
60000,59.500000000000576,8348.181556081745
70000,37.50000000000026,-10792.82767438445
80000,30.100000000000158,-10877.9138504516
90000,54.1000000000005,8096.941821412143
100000,28.90000000000014,-10771.903585855816
110000,24.00000000000007,-10952.646088170914
120000,34.100000000000215,-10691.148105355005
130000,33.70000000000021,-10835.201395190174
140000,26.600000000000108,-11020.527589342648
150000,48.200000000000415,-10711.338300608315
160000,25.500000000000092,-10873.355256626497
170000,52.00000000000047,-10372.305521570204
180000,38.50000000000028,-10706.494999588933
190000,32.9000000000002,-10780.034725668298
200000,26.500000000000107,-10830.423342710861
210000,53.30000000000049,-10270.46956661891
220000,53.100000000000485,-10317.266478305599
230000,50.300000000000445,7932.853274371529
240000,34.800000000000225,-10737.44463414607
250000,64.20000000000063,-1745.8821335378116
260000,24.300000000000075,-11061.894669584282
270000,61.2000000000006,-1855.3655467408937
280000,43.10000000000034,-10756.401166807545
290000,65.70000000000054,-1913.2555309845638
300000,39.000000000000284,-10672.158540281634
310000,34.60000000000022,-10965.626289844413
320000,41.800000000000324,-10816.096295990796
330000,66.80000000000048,-2275.7775738637188
340000,55.300000000000516,8291.928125081211
350000,38.80000000000028,-10724.034422476958
360000,32.40000000000019,-10786.595286472508
370000,22.200000000000045,-10973.86819196848
380000,25.600000000000094,-11034.730750763973
390000,34.30000000000022,-11006.253928163527
400000,47.500000000000405,-10663.536866732746
410000,40.60000000000031,-10653.427518212033
420000,48.50000000000042,-10548.376191122052
430000,32.20000000000019,-10824.595397072177
440000,67.20000000000046,-1989.268796366064
450000,55.40000000000052,8116.197947923685
460000,40.60000000000031,-10755.744877225978
470000,38.300000000000274,-10670.64023871128
480000,32.20000000000019,-10993.277244508492
490000,50.80000000000045,-10765.97254602815
500000,21.10000000000003,-10954.48247535864
510000,28.400000000000134,-10768.523313022124
520000,65.30000000000057,8533.240728528952
530000,34.900000000000226,-11081.74661631001
540000,65.10000000000058,8450.530062847141
550000,29.700000000000152,-11100.793767882285
560000,34.60000000000022,-10980.63100383866
570000,54.500000000000504,8178.188844941184
580000,34.50000000000022,-10930.611115545546
590000,36.200000000000244,-10708.300525418808
600000,34.200000000000216,-10884.180986547786
610000,25.200000000000088,-11066.827087971595
620000,38.70000000000028,7869.0203363047
630000,36.80000000000025,-10771.105289919047
640000,53.60000000000049,8211.00014004285
