iteration,simulation_duration,total_reward
10000,74.40000000000052,-1693.5246501451393
20000,77.40000000000056,9078.830597886123
30000,27.999999999999932,-11286.01171032938
40000,53.00000000000021,8624.597692042647
50000,63.80000000000037,8923.80355823127
60000,43.40000000000008,-10798.34794906376
70000,22.399999999999952,-10633.99213298434
80000,105.80000000000096,-1749.7872179974925
90000,61.40000000000033,8711.907937206053
100000,80.6000000000006,-1968.084595829957
110000,75.00000000000053,-11219.344536437888
120000,100.40000000000089,-1395.8642827021267
130000,50.400000000000176,-11091.27524556009
140000,53.00000000000021,8566.761350472447
150000,75.40000000000053,8595.296559769617
160000,23.799999999999947,-11007.8851347444
170000,75.80000000000054,-2252.0350322585673
180000,27.999999999999932,-10589.23947664214
190000,75.60000000000053,-1406.534100092383
200000,71.80000000000048,-1567.101186214018
210000,77.80000000000057,-1424.7726537523574
220000,37.599999999999994,-11275.909961693904
230000,48.60000000000015,-10711.801763505284
240000,83.40000000000065,-1894.6009092843951
250000,32.59999999999992,-10848.470343842684
260000,46.40000000000012,8905.198457051458
270000,64.80000000000038,8768.531009533543
280000,35.79999999999997,-10883.282228302669
290000,34.99999999999996,-11434.58123819575
300000,44.20000000000009,-12282.691316453353
310000,64.60000000000038,-10740.147404888874
320000,76.80000000000055,-1788.504210229188
330000,67.80000000000042,-1345.1838070836716
340000,55.200000000000244,8670.553691464309
350000,84.20000000000066,-2105.0937486020302
360000,71.60000000000048,8678.386180995692
370000,65.60000000000039,-10985.442280332807
380000,53.60000000000022,8908.819107222094
390000,80.0000000000006,-1950.5236087423364
400000,34.199999999999946,-11897.982996242126
410000,25.39999999999994,-11374.706113434362
420000,29.799999999999926,-10899.712247496873
430000,53.00000000000021,-10688.759519149053
440000,33.399999999999935,-10718.441841415166
450000,107.60000000000099,-4922.816131137477
460000,65.60000000000039,8791.687874246552
470000,64.00000000000037,8463.314733636678
480000,94.4000000000008,-1489.764021083255
490000,36.59999999999998,-10563.876867525292
500000,84.40000000000066,-3165.106800813859
510000,33.59999999999994,-11115.925473442818
520000,37.8,-10553.643539682878
530000,77.80000000000057,-1846.7748508464006
540000,82.80000000000064,-1457.5081201766675
550000,31.79999999999992,-11161.640187031295
560000,61.40000000000033,-11271.750435839775
570000,87.2000000000007,-1934.273741969682
580000,62.200000000000344,-10617.167526373541
590000,69.40000000000045,8687.14944841709
600000,50.60000000000018,-11216.55361577014
610000,30.799999999999923,-10606.706014708116
620000,74.60000000000052,-2185.3530378618866
630000,82.20000000000063,-1889.301285456641
640000,57.400000000000276,9277.854824361792
650000,83.20000000000064,-10946.006832996445
660000,33.399999999999935,-11295.95590869559
670000,44.600000000000094,-10423.498642414515
680000,84.40000000000066,-1932.4397844719454
690000,38.0,-10668.36696096015
700000,56.600000000000264,-10610.005951205043
710000,27.999999999999932,-10884.815652458843
720000,27.199999999999935,-10577.372729279028
730000,73.0000000000005,8585.938016872478
740000,32.19999999999992,-10728.029407624183
750000,88.40000000000072,-1693.1812445696917
760000,64.80000000000038,-11077.052622217696
770000,88.20000000000071,-1424.1482371453574
780000,27.999999999999932,-11617.976875665947
790000,32.39999999999992,-11235.794847951964
800000,73.80000000000051,8970.594796630987
810000,90.00000000000074,-2170.1381569638665
820000,33.399999999999935,-11498.387709571003
830000,81.00000000000061,9116.78661726044
840000,47.80000000000014,-11783.598807712415
850000,81.40000000000062,-10508.258416363225
860000,52.80000000000021,8725.108284246407
870000,50.20000000000017,-10551.332577652269
880000,83.60000000000065,-1425.1350527147883
890000,53.40000000000022,8744.627490502004
900000,50.400000000000176,-10586.419511355078
910000,49.20000000000016,-11116.84304832703
920000,55.60000000000025,-11533.057095310158
930000,71.20000000000047,-10534.710805719496
940000,51.40000000000019,-11563.44605936715
950000,52.60000000000021,-10403.966498581478
960000,38.400000000000006,8638.430806931105
970000,53.800000000000225,8633.126794265876
980000,111.40000000000104,-2573.7786314074
990000,27.599999999999934,-11041.22920255958
