iteration,simulation_duration,total_reward
10000,36.59999999999998,-11035.770933365304
20000,55.80000000000025,-10998.134376933987
30000,45.2000000000001,-12126.484072670786
40000,65.00000000000038,-11154.144591316672
50000,56.20000000000026,8827.879140189812
60000,35.599999999999966,-11618.30527015084
70000,47.00000000000013,-11268.456850339839
80000,64.80000000000038,-10687.969127402139
90000,45.2000000000001,-11371.345906162493
100000,64.80000000000038,8568.355011384403
110000,58.20000000000029,8532.083373080735
120000,38.2,-11075.650066891221
130000,60.800000000000324,8999.535590128096
140000,57.20000000000027,-10936.736177569397
150000,32.19999999999992,-10787.958609620915
160000,39.40000000000002,-11704.921619948069
170000,60.800000000000324,-10494.543873107135
180000,34.59999999999995,-11015.261447619003
190000,76.20000000000054,-10672.313188942091
200000,52.0000000000002,8504.240281357163
210000,55.60000000000025,8675.053642227922
220000,34.799999999999955,-11387.148932977732
230000,55.60000000000025,-11221.733329550174
240000,59.80000000000031,8664.773108990354
250000,82.20000000000063,-10635.858506577624
260000,36.199999999999974,-11126.371796224075
270000,44.600000000000094,-10903.72327100033
280000,57.00000000000027,8669.59396036728
290000,27.599999999999934,-10849.102052000937
300000,28.39999999999993,-10936.61744776989
310000,30.399999999999924,-11042.656196797152
320000,46.20000000000012,-11287.772927979431
330000,22.199999999999953,-10823.837396878405
340000,64.00000000000037,-10474.945384863013
350000,24.999999999999943,-10706.116913890355
360000,29.999999999999925,-11126.537122472913
370000,49.000000000000156,-11572.159731836593
380000,27.799999999999933,-10866.80330118851
390000,59.400000000000304,-11978.298268491904
400000,58.40000000000029,-10649.371554533089
410000,58.20000000000029,9298.208369845112
420000,63.20000000000036,-10644.237444160453
430000,47.20000000000013,-11756.644657927569
440000,28.59999999999993,-11016.071237510912
450000,75.80000000000054,8887.032684439291
460000,58.40000000000029,-10458.39853047423
470000,47.600000000000136,8521.671086598466
480000,64.80000000000038,8925.766905306726
490000,44.40000000000009,-11640.28081094316
500000,55.200000000000244,-10450.502976344758
510000,42.80000000000007,-11488.562759558197
520000,54.00000000000023,-10537.407827144267
530000,63.600000000000364,-10478.073420599294
540000,69.80000000000045,8862.010089902675
550000,31.19999999999992,-11029.508392904285
560000,59.2000000000003,9076.308917927608
570000,68.40000000000043,9137.593080869416
580000,51.000000000000185,-12503.854698579502
590000,54.20000000000023,8673.324393002358
600000,56.20000000000026,-10487.646306286817
610000,70.60000000000046,-10846.689805083497
620000,54.80000000000024,-10624.028091494416
630000,59.80000000000031,8935.233654401221
640000,24.599999999999945,-10723.230782183795
650000,46.800000000000125,-11553.989602019956
660000,80.4000000000006,8877.692826043325
670000,71.00000000000047,-10941.37681647592
680000,57.60000000000028,8798.391313062308
690000,68.80000000000044,8416.503373281615
700000,38.400000000000006,-11143.037109310388
710000,32.99999999999993,-11401.526419235293
720000,35.99999999999997,-10923.85344885622
730000,44.20000000000009,-10999.443337063894
740000,66.6000000000004,8660.123501225655
750000,56.20000000000026,8601.307092938463
760000,63.20000000000036,8394.363735148077
770000,64.40000000000038,8647.593767512886
780000,68.60000000000043,-10545.926933491639
790000,75.80000000000054,8476.60786998726
800000,65.00000000000038,8774.292884681628
810000,47.20000000000013,-10459.77818685641
820000,64.20000000000037,8550.788140329154
830000,25.79999999999994,-10797.617089601024
840000,61.20000000000033,-11777.45903903205
850000,28.79999999999993,-11422.521258614188
860000,68.80000000000044,-10577.836117184816
870000,55.00000000000024,8882.751169759691
880000,76.00000000000054,-10670.391017834969
890000,53.60000000000022,-11450.639463646328
900000,52.2000000000002,-11355.576233279256
910000,51.20000000000019,8571.653474070412
920000,31.59999999999992,-11534.639397527604
930000,30.399999999999924,-11565.727714869545
940000,61.00000000000033,8551.059571777814
950000,39.800000000000026,-11077.353139605839
960000,48.80000000000015,-11466.779169785941
970000,55.80000000000025,8601.730781129658
980000,73.80000000000051,8643.278905988966
990000,53.200000000000216,-10990.217156462182
