iteration,simulation_duration,total_reward
1,148.79999999999583,-7771.649817316151
2,146.59999999999596,-7778.04979533198
3,143.59999999999613,-10248.30306922357
4,144.0999999999961,-8064.527780849257
5,149.1999999999958,-7771.949813721859
6,147.89999999999588,-7009.466959563403
7,148.79999999999583,-4854.386837922515
8,145.59999999999602,-7455.6313968251825
9,145.899999999996,-8286.253764346693
10,146.29999999999598,-9899.70090591674
11,148.99999999999582,-6127.943582305714
12,144.89999999999606,-10102.562274975508
13,146.49999999999596,-6537.845666124351
14,146.29999999999598,-9444.823235992922
15,146.79999999999595,-7343.514524620486
16,145.19999999999604,-8771.855045790831
17,145.39999999999603,-10124.93347158036
18,147.89999999999588,-5594.439225427226
19,148.89999999999583,-7989.8904885240745
20,144.59999999999607,-5739.411577774963
21,147.5999999999959,-8623.814465937961
22,145.09999999999604,-6582.7203703439845
23,148.49999999999585,-9951.39049766489
24,146.19999999999598,-10049.707594844665
25,147.6999999999959,-5037.601916867261
26,149.2999999999958,-8890.12908177398
27,145.999999999996,-7555.568762030794
28,147.29999999999592,-5657.534270249526
29,147.5999999999959,-10201.388459347078
30,145.899999999996,-8481.080763566479
31,145.699999999996,-7818.236733625938
32,144.69999999999607,-10189.382834075062
33,146.19999999999598,-8406.166862317588
34,146.69999999999595,-9203.06990954662
35,143.39999999999614,-9376.73157555428
36,144.89999999999606,-6675.549186798784
37,145.59999999999602,-10237.685581485992
38,150.19999999999575,-5913.063363962573
39,146.79999999999595,-8095.606688932176
40,145.29999999999603,-9982.39629732578
41,145.799999999996,-8594.246998658142
42,148.49999999999585,-8722.619367781237
43,150.39999999999574,-9604.6911116497
44,149.2999999999958,-5533.651836859078
45,151.2999999999957,-6391.01358401869
46,145.999999999996,-8947.898944434117
47,145.699999999996,-8643.695632767784
48,144.2999999999961,-7356.96517933413
49,146.49999999999596,-5210.147197001796
50,147.99999999999588,-9755.822344399758
51,145.09999999999604,-8664.63425766219
52,142.89999999999617,-5915.699846853722
53,149.1999999999958,-6381.459340270483
54,144.49999999999608,-9776.832569176964
55,146.79999999999595,-9814.336890451077
56,144.49999999999608,-7152.553598843991
57,144.59999999999607,-6294.408698729732
58,141.99999999999622,-8748.342119581466
59,148.99999999999582,-8446.236044903624
60,143.69999999999612,-7704.958930368108
61,146.69999999999595,-8602.305124209983
62,148.19999999999587,-5499.260017965058
63,144.69999999999607,-6733.009959099883
64,145.09999999999604,-5338.433232038003
65,146.099999999996,-8727.19352027751
66,146.19999999999598,-10148.096689321263
67,151.0999999999957,-7618.537439581002
68,144.59999999999607,-5506.554553148345
69,145.899999999996,-7412.139847756507
70,144.39999999999608,-8550.16893007723
71,143.9999999999961,-6050.245750169778
72,147.29999999999592,-9454.824579029219
73,144.1999999999961,-5634.267322707075
